"ParentGroupId","GroupId","Group","Archetype","Status","VersionFirstReleased"
"LG100-4","LG9941-8","Ketones^3H post XXX challenge|PrThr|Pt|ANYUrine","27066-0","Active",""
"LG100-4","LG8863-5","Ketones|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG8878-3","Ketones|PrThr|Pt|ANYUrine","33903-6","Active",""
"LG100-4","LG12888-0","Ketones|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5370-4","Ketoprofen|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG25577-4","Kochia scoparia Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG6118-6","Ku Ab|PrThr|Pt|ANYBldSerPl","18484-6","Active",""
"LG100-4","LG24755-7","Lacosamide|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9048-2","Lactate dehydrogenase 1|CCnc|Pt|ANYBldSerPl","2537-9","Active",""
"LG100-4","LG6043-6","Lactate dehydrogenase 2|CCnc|Pt|ANYBldSerPl","2540-3","Active",""
"LG100-4","LG9289-2","Lactate dehydrogenase 3|CCnc|Pt|ANYBldSerPl","2543-7","Active",""
"LG100-4","LG13284-1","Lactate dehydrogenase 4|CCnc|Pt|ANYBldSerPl","2546-0","Active",""
"LG100-4","LG9072-2","Lactate dehydrogenase 5|CCnc|Pt|ANYBldSerPl","2549-4","Active",""
"LG100-4","LG19834-7","Lactate dehydrogenase isoenzymes|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG11227-2","Lactate^1H post XXX challenge|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG10590-4","Lactate^2H post XXX challenge|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG10597-9","Lactate^3H post XXX challenge|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG2275-8","Lactate|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG6039-4","Lactate|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG16725-0","Lactoferrin|PrThr|Pt|Stool","63376-8","Active",""
"LG100-4","LG5378-7","Latex Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5382-9","Latex glove extract Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5383-7","Latex glove extract ammoniated Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5384-5","Latex glove extract buffered Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG6176-4","Lathyrus sativus Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG19294-4","LDL.oxidized Ab|ACnc|Pt|ANYBldSerPl","48143-2","Active",""
"LG100-4","LG140-0","Lead|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG2615-5","Lead|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG25873-7","Lepidoglyphus destructor Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9233-0","Leucine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9238-9","Leucine|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG50960-0","Leucine-rich glioma-inactivated protein 1 Ab.IgG|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG50961-8","Leucine-rich glioma-inactivated protein 1 Ab.IgG|PrThr|Pt|CSF","","Active",""
"LG100-4","LG51431-1","Leucine-rich glioma-inactivated protein 1 Ab|PrThr|Pt|CSF","","Active",""
"LG100-4","LG24751-6","Levamisole|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG227-5","Lindane|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG6193-9","Linum usitatissimum Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG6291-1","Lipoprotein pattern|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG2620-5","Lipoprotein.alpha|SCnc|Pt|ANYBldSerPl","49748-7","Active",""
"LG100-4","LG2034-9","Lithium|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG2073-7","Liver cytosol Ab|PrThr|Pt|ANYBldSerPl","13175-5","Active",""
"LG100-4","LG19496-5","Liver fibrosis score|Score|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG17681-4","Liver kidney microsomal 1 Ab.IgG|ACnc|Pt|ANYBldSerPl","43202-1","Active",""
"LG100-4","LG17140-1","Liver kidney microsomal 1 Ab.IgG|PrThr|Pt|ANYBldSerPl","43234-4","Active",""
"LG100-4","LG11952-5","Liver kidney microsomal 1 Ab|PrThr|Pt|ANYBldSerPl","30535-9","Active",""
"LG100-4","LG19619-2","Liver kidney microsomal Ab.IgG|Titr|Pt|ANYBldSerPl","50629-5","Active",""
"LG100-4","LG2819-3","Liver kidney microsomal Ab|PrThr|Pt|ANYBldSerPl","14272-9","Active",""
"LG100-4","LG3614-7","Lolium perenne Ab.IgE.RAST class|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG26057-6","Lolium perenne Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG28424-6","Lolium perenne Ab.IgG|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5422-3","Loperamide|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG10334-7","Loratadine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14911-8","Lorazepam|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14915-9","Loxapine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG11654-7","Lupus erythematosus deoxynucleoproteins Ab.IgG|ACnc|Pt|ANYBldSerPl","31490-6","Active",""
"LG100-4","LG9405-4","Lutropin^1st specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","33827-7","Active",""
"LG100-4","LG9406-2","Lutropin^2nd specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","27848-1","Active",""
"LG100-4","LG9407-0","Lutropin^3rd specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","27851-5","Active",""
"LG100-4","LG9408-8","Lutropin^4th specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","27853-1","Active",""
"LG100-4","LG9409-6","Lutropin^5th specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","27854-9","Active",""
"LG100-4","LG9410-4","Lutropin^6th specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","27855-6","Active",""
"LG100-4","LG9411-2","Lutropin^7th specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","27858-0","Active",""
"LG100-4","LG9412-0","Lutropin^8th specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","33828-5","Active",""
"LG100-4","LG9413-8","Lutropin^9th specimen post XXX challenge|ACnc|Pt|ANYBldSerPl","33829-3","Active",""
"LG100-4","LG11276-9","Lutropin|ACnc|24H|ANYUrine","29156-7","Active",""
"LG100-4","LG151-7","Lutropin|ACnc|Pt|ANYBldSerPl","10501-5","Active",""
"LG100-4","LG3279-9","Lutropin|ACnc|Pt|ANYUrine","15079-7","Active",""
"LG100-4","LG21870-7","Lymphocyte proliferation|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14918-3","Lysergate diethylamide|MCnc|Pt|ANYBldSerPl","3731-7","Active",""
"LG100-4","LG14920-9","Lysergate diethylamide|MCnc|Pt|ANYUrine","","Active",""
"LG100-4","LG30563-7","Lysophosphatidylcholine(26:0)|SCnc|Pt|Bld.dot","79321-6","Active",""
"LG100-4","LG29985-5","Lysosomal acid lipase|CCnt|Pt|Fibroblasts","","Active",""
"LG100-4","LG50878-4","Lyso-sphingomyelin|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14273-3","Ma+Ta Ab|PrThr|Pt|ANYBldSerPl","35458-9","Active",""
"LG100-4","LG50126-8","Ma+Ta Ab|PrThr|Pt|CSF","","Active",""
"LG100-4","LG9523-4","Magnesium.ionized|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5903-2","Magnesium|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG343-0","Magnesium|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG228-3","Malaoxon|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG23468-8","Manganese|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG13302-1","Manganese|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14922-5","Maprotiline|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG24148-5","Matrix metallopeptidase 9|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG30478-8","M-chlorophenylpiperazine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG10964-1","Meat fibers|Naric|Pt|Stool","","Active",""
"LG100-4","LG1982-0","Meclizine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG24759-9","Memantine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG279-6","Mentha piperita Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14932-4","Meperidine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG15805-1","Mephobarbital|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG4693-0","Mercaptopurine|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG23471-2","Mercury|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5736-6","Mercury|PrThr|Pt|ANYUrine","19056-1","Active",""
"LG100-4","LG8885-8","Mercury|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1984-6","Mesoridazine|MCnc|Pt|ANYUrine","","Active",""
"LG100-4","LG50965-9","Metabotropic glutamate receptor 1 Ab.IgG|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG50966-7","Metabotropic glutamate receptor 1 Ab.IgG|PrThr|Pt|CSF","","Active",""
"LG100-4","LG17947-9","Metanephrine & Normetanephrine|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG18227-5","Metanephrine & Normetanephrine|Imp|Pt|ANYUrine","","Active",""
"LG100-4","LG5729-1","Metanephrine|MRat|24H|ANYUrine","","Active",""
"LG100-4","LG9908-7","Metanephrines|MRat|24H|ANYUrine","","Active",""
"LG100-4","LG12497-0","Metasystox|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG24763-1","Metaxalone|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG16446-3","Methadone|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG11523-4","Methadone|MCnc|Pt|Gast fld","","Active",""
"LG100-4","LG16447-1","Methadone|PrThr|Pt|ANYUrine","3773-9","Active",""
"LG100-4","LG15349-0","Methamphetamine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG3024-9","Methamphetamine|MCnc|Pt|Meconium","","Active",""
"LG100-4","LG6973-4","Methamphetamine|PrThr|Pt|ANYUrine","3779-6","Active",""
"LG100-4","LG23511-5","Methanol|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG23485-2","Methanol|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG27556-6","Methemoglobin/Hemoglobin.total|MFr.DF|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9913-7","Methemoglobin/Hemoglobin.total|MFr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9916-0","Methionine|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1700-6","Methyl ethyl ketone|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1326-0","Methylene chloride|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG4903-3","Methylenedianiline|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5610-3","Methylenedioxyamphetamine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG13606-5","Methylenedioxyethylamphetamine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5608-7","Methylenedioxymethamphetamine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG12495-4","Mevinphos|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG6119-4","Mi-2 Ab|PrThr|Pt|ANYBldSerPl","18485-3","Active",""
"LG100-4","LG15154-4","Midazolam|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG24765-6","Milnacipran|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG4915-7","Mitochondria Ab|ACnc|Pt|ANYBldSerPl","8077-0","Active",""
"LG100-4","LG2719-5","Mitochondria Ab|PrThr|Pt|ANYBldSerPl","14236-4","Active",""
"LG100-4","LG7093-0","Mitochondria Ab|Titr|Pt|ANYBldSerPl","20483-4","Active",""
"LG100-4","LG16908-2","Mitochondria Ab|Titr|Pt|CSF","42522-3","Active",""
"LG100-4","LG2730-2","Mitochondria M2 Ab.IgG|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG20053-1","Mitochondria M2 Ab|ACnc|Pt|ANYBldSerPl","49781-8","Active",""
"LG100-4","LG9898-0","Mitochondria M2 Ab|PrThr|Pt|ANYBldSerPl","26054-7","Active",""
"LG100-4","LG26131-9","Mitochondria M2 Ab|PrThr|Pt|CSF","","Active",""
"LG100-4","LG29986-3","Mitochondrial respiratory chain enzymes|CCnt|Pt|Fibroblasts","","Active",""
"LG100-4","LG14234-5","Mitotic spindle apparatus Ab|Titr|Pt|ANYBldSerPl","34677-5","Active",""
"LG100-4","LG23301-1","Molybdenum|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG13316-1","Molybdenum|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1438-3","Monoclonal band observed|Prid|Pt|ANYBldSerPl","13348-8","Active",""
"LG100-4","LG1870-7","Monosialoganglioside GM1 Ab.IgA|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1016-7","Morphine.free|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG15176-7","Morphine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG4102-2","Morphine|MCnc|Pt|Meconium","","Active",""
"LG100-4","LG1327-8","Morphine|PrThr|Pt|ANYUrine","3830-7","Active",""
"LG100-4","LG4918-1","Morus alba Ab.IgE|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG17453-8","Moxifloxacin|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG15084-3","Mullerian inhibiting substance|MCnc|Pt|ANYBldSerPl","38476-8","Active",""
"LG100-4","LG19432-0","Mullerian inhibiting substance|SCnc|Pt|ANYBldSerPl","48377-6","Active",""
"LG100-4","LG8248-9","Mycophenolate glucuronide|MCnc|Pt|ANYBldSerPl","23906-1","Active",""
"LG100-4","LG8247-1","Mycophenolate|MCnc|Pt|ANYBldSerPl","23905-3","Active",""
"LG100-4","LG4933-0","Myelin Ab.IgG|PrThr|Pt|ANYBldSerPl","17306-2","Active",""
"LG100-4","LG4936-3","Myelin associated glycoprotein Ab.IgG|ACnc|Pt|ANYBldSerPl","17312-0","Active",""
"LG100-4","LG1871-5","Myelin associated glycoprotein Ab.IgM|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG12245-3","Myelin associated glycoprotein Ab.IgM|PrThr|Pt|ANYBldSerPl","31522-6","Active",""
"LG100-4","LG6993-2","Myelin associated glycoprotein Ab.IgM|Titr|Pt|ANYBldSerPl","21410-6","Active",""
"LG100-4","LG1888-9","Myelin associated glycoprotein Ab|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1889-7","Myelin associated glycoprotein Ab|PrThr|Pt|ANYBldSerPl","31521-8","Active",""
"LG100-4","LG26733-2","Myelin associated glycoprotein Ab|PrThr|Pt|Body fld","","Active",""
"LG100-4","LG1125-6","Myelin associated glycoprotein Ab|PrThr|Pt|CSF","31519-2","Active",""
"LG100-4","LG1340-1","Myelin associated glycoprotein-sulfated glucuronic paragloboside Ab.IgM|Titr|Pt|ANYBldSerPl","13664-8","Active",""
"LG100-4","LG10647-2","Myelin basic protein Ab|ACnc|Pt|ANYBldSerPl","27360-7","Active",""
"LG100-4","LG21227-0","Myelin basic protein Ab|Titr|Pt|ANYBldSerPl","8082-0","Active",""
"LG100-4","LG51150-7","Myeloperoxidase Ab.IgG|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG27797-6","Myeloperoxidase Ab.IgG|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG18300-0","Myeloperoxidase Ab|ACnc|Pt|ANYBldSerPl","6969-0","Active",""
"LG100-4","LG4938-9","Myeloperoxidase Ab|PrThr|Pt|ANYBldSerPl","17316-1","Active",""
"LG100-4","LG6994-0","Myocardium Ab pattern|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG11955-8","Myocardium Ab|PrThr|Pt|ANYBldSerPl","30537-5","Active",""
"LG100-4","LG10799-1","Myoglobin|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14987-8","N-acetylprocainamide|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG19693-7","Natalizumab Ab|PrThr|Pt|ANYBldSerPl","58012-6","Active",""
"LG100-4","LG13322-9","Natriuretic peptide.B prohormone N-Terminal|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG13323-7","Natriuretic peptide.B prohormone N-Terminal|SCnc|Pt|ANYBldSerPl","33763-4","Active",""
"LG100-4","LG12080-4","Natriuretic peptide.B|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG25139-3","N-desalkylflurazepam|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14994-4","N-ethylnicotinamide|MCnc|Pt|ANYUrine","","Active",""
"LG100-4","LG51439-4","Neurochondrin Ab|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG51440-2","Neurochondrin Ab|PrThr|Pt|CSF","","Active",""
"LG100-4","LG5087-4","Neuronal Ab.IgG|PrThr|Pt|Body fld","31534-1","Active",""
"LG100-4","LG5085-8","Neuronal Ab|ACnc|Pt|ANYBldSerPl","31532-5","Active",""
"LG100-4","LG5086-6","Neuronal Ab|ACnc|Pt|CSF","31530-9","Active",""
"LG100-4","LG5083-3","Neuronal Ab|PrThr|Pt|ANYBldSerPl","31533-3","Active",""
"LG100-4","LG5084-1","Neuronal Ab|PrThr|Pt|CSF","31531-7","Active",""
"LG100-4","LG4131-1","Neuronal nuclear Ab.IgG|ACnc|Pt|ANYBldSerPl","31536-6","Active",""
"LG100-4","LG5913-1","Neuronal nuclear Ab|ACnc|Pt|ANYBldSerPl","31535-8","Active",""
"LG100-4","LG218-4","Neuronal nuclear Ab|PrThr|Pt|ANYBldSerPl","11088-2","Active",""
"LG100-4","LG219-2","Neuronal nuclear Ab|PrThr|Pt|CSF","11089-0","Active",""
"LG100-4","LG4130-3","Neuronal nuclear Ab|Titr|Pt|ANYBldSerPl","15398-1","Active",""
"LG100-4","LG1886-3","Neuronal nuclear type 1 Ab|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG13666-9","Neuronal nuclear type 1 Ab|PrThr|Pt|ANYBldSerPl","33615-6","Active",""
"LG100-4","LG17831-5","Neuronal nuclear type 1 Ab|PrThr|Pt|CSF","","Active",""
"LG100-4","LG8743-9","Neuronal nuclear type 1 Ab|Titr|Pt|CSF","53711-8","Active",""
"LG100-4","LG50969-1","Neuronal nuclear type 2 Ab.IgG|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1885-5","Neuronal nuclear type 2 Ab|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG12550-6","Neuronal nuclear type 2 Ab|ACnc|Pt|CSF","31538-2","Active",""
"LG100-4","LG12551-4","Neuronal nuclear type 2 Ab|PrThr|Pt|ANYBldSerPl","31539-0","Active",""
"LG100-4","LG5089-0","Neuronal nuclear type 2 Ab|PrThr|Pt|CSF","17343-5","Active",""
"LG100-4","LG2097-6","Neuronal nuclear type 2 Ab|Titr|Pt|ANYBldSerPl","13998-0","Active",""
"LG100-4","LG8744-7","Neuronal nuclear type 2 Ab|Titr|Pt|CSF","53712-6","Active",""
"LG100-4","LG50122-7","Neuronal nuclear type 3 Ab|Titr|Pt|CSF","35144-5","Active",""
"LG100-4","LG5090-8","Neutrophil Ab|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5091-6","Neutrophil Ab|PrThr|Pt|ANYBldSerPl","21418-9","Active",""
"LG100-4","LG7000-5","Neutrophil cytoplasmic Ab pattern|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG15378-9","Neutrophil cytoplasmic Ab.classic|ACnc|Pt|ANYBldSerPl","8084-6","Active",""
"LG100-4","LG5098-1","Neutrophil cytoplasmic Ab.classic|PrThr|Pt|ANYBldSerPl","30538-3","Active",""
"LG100-4","LG2823-5","Neutrophil cytoplasmic Ab.classic|Titr|Pt|ANYBldSerPl","32708-0","Active",""
"LG100-4","LG15377-1","Neutrophil cytoplasmic Ab.perinuclear|ACnc|Pt|ANYBldSerPl","8085-3","Active",""
"LG100-4","LG5102-1","Neutrophil cytoplasmic Ab.perinuclear|PrThr|Pt|ANYBldSerPl","30539-1","Active",""
"LG100-4","LG2824-3","Neutrophil cytoplasmic Ab.perinuclear|Titr|Pt|ANYBldSerPl","32787-4","Active",""
"LG100-4","LG354-7","Neutrophil cytoplasmic Ab|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5096-5","Neutrophil cytoplasmic Ab|PrThr|Pt|ANYBldSerPl","17351-8","Active",""
"LG100-4","LG6544-3","Neutrophil cytoplasmic Ab|Titr|Pt|ANYBldSerPl","21023-7","Active",""
"LG100-4","LG430-5","Niacin|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14187-5","Niacin|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG23426-6","Nickel|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG8884-1","Nickel|SCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9876-6","Nitrogen.nonprotein|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9841-0","Nitrogen|Mass|24H|Stool","","Active",""
"LG100-4","LG24693-0","Nitrous oxide|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG50948-5","N-methyl-D-aspartate receptor subunit 1 Ab|PrThr|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG51400-6","Nonalcoholic steatohepatitis score|Score|Pt|ANYBldSerPl","93692-2","Active",""
"LG100-4","LG21652-9","Norbuprenorphine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG797-7","Norchlordiazepoxide|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG578-1","Norclozapine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14691-6","Nordiazepam|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG51316-4","Norepinephrine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG5119-5","Norflunitrazepam|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG582-3","Normeperidine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG169-9","Normethsuximide|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG13706-3","Normirtazapine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG9605-9","Norsertraline|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG24781-3","Norsibutramine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG24795-3","Nortamoxifen|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG6800-9","Nuclear Ab pattern.homogeneous|Titr|Pt|ANYBldSerPl","20398-4","Active",""
"LG100-4","LG6801-7","Nuclear Ab pattern.nucleolar|Titr|Pt|ANYBldSerPl","20399-2","Active",""
"LG100-4","LG1864-0","Nuclear Ab pattern|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1863-2","Nuclear Ab pattern|Imp|Pt|Body fld","","Active",""
"LG100-4","LG51010-3","Nuclear Ab.IgG|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG7005-4","Nuclear Ab.IgG|PrThr|Pt|ANYBldSerPl","31545-7","Active",""
"LG100-4","LG1884-8","Nuclear Ab|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG1862-4","Nuclear Ab|ACnc|Pt|Body fld","31540-8","Active",""
"LG100-4","LG4652-6","Nuclear Ab|PrThr|Pt|ANYBldSerPl","8061-4","Active",""
"LG100-4","LG2792-2","Nuclear Ab|PrThr|Pt|Body fld","14607-6","Active",""
"LG100-4","LG26738-1","Nuclear Ab|PrThr|Pt|CSF","","Active",""
"LG100-4","LG2794-8","Nuclear Ab|PrThr|Pt|Periton fld","14609-2","Active",""
"LG100-4","LG2793-0","Nuclear Ab|PrThr|Pt|Plr fld","14608-4","Active",""
"LG100-4","LG2795-5","Nuclear Ab|PrThr|Pt|Synv fld","14610-0","Active",""
"LG100-4","LG7004-7","Nuclear Ab|Titr|Pt|ANYBldSerPl","29953-7","Active",""
"LG100-4","LG2798-9","Nuclear Ab|Titr|Pt|Body fld","14613-4","Active",""
"LG100-4","LG26739-9","Nuclear Ab|Titr|Pt|CSF","","Active",""
"LG100-4","LG2796-3","Nuclear Ab|Titr|Pt|Pericard fld","14612-6","Active",""
"LG100-4","LG2800-3","Nuclear Ab|Titr|Pt|Periton fld","14615-9","Active",""
"LG100-4","LG2799-7","Nuclear Ab|Titr|Pt|Plr fld","14614-2","Active",""
"LG100-4","LG2801-1","Nuclear Ab|Titr|Pt|Synv fld","14616-7","Active",""
"LG100-4","LG21919-2","Nuclear pore protein gp210 Ab|PrThr|Pt|ANYBldSerPl","54025-2","Active",""
"LG100-4","LG13707-1","Nucleosome Ab|ACnc|Pt|ANYBldSerPl","53014-7","Active",""
"LG100-4","LG21386-4","Nucleosome Ab|PrThr|Pt|ANYBldSerPl","53015-4","Active",""
"LG100-4","LG26742-3","Nucleosome Ab|PrThr|Pt|CSF","","Active",""
"LG100-4","LG24956-1","O-desmethylvenlafaxine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG18030-3","OJ Ab|PrThr|Pt|ANYBldSerPl","45152-6","Active",""
"LG100-4","LG812-4","Olanzapine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG14543-9","Oligosaccharides pattern|Imp|Pt|ANYUrine","","Active",""
"LG100-4","LG18028-7","OmpC Ab.IgA|PrThr|Pt|ANYBldSerPl","45148-4","Active",""
"LG100-4","LG17046-0","OmpC Ab|PrThr|Pt|ANYBldSerPl","42722-9","Active",""
"LG100-4","LG23446-4","Opiates|Prid|Pt|ANYUrine","","Active",""
"LG100-4","LG7013-8","Opiates|PrThr|Pt|ANYUrine","3879-4","Active",""
"LG100-4","LG13377-3","Organic acids pattern|Imp|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG13379-9","Organic acids pattern|Imp|Pt|ANYUrine","","Active",""
"LG100-4","LG13378-1","Organic acids pattern|Imp|Pt|CSF","","Active",""
"LG100-4","LG5128-6","Organic acids|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG10204-2","Ornithine|ACnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG10221-6","Ornithine|MCnc|Pt|ANYBldSerPl","","Active",""
"LG100-4","LG10246-3","Ornithine|PrThr|Pt|ANYBldSerPl","","Active",""
