"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"24378-2","Trombotsüütide agregatsioon.epinefriini toimel","PrThr","Pt","PRP","Ord","","COAG","","","Järgarvuline Juhuslik Trombotsüütiderikas plasma",""
"24379-0","Trombotsüütide agregatsioon.kollageeni toimel","PrThr","Pt","PRP","Ord","","COAG","","","Järgarvuline Juhuslik Trombotsüütiderikas plasma",""
"2438-0","Vesiniksulfiid","MCnc","Pt","B","Ord","","CHEM","","","Järgarvuline Juhuslik Veri",""
"24380-8","Trombotsüütide agregatsioon.ristotsetiini toimel","PrThr","Pt","PRP","Ord","","COAG","","","Järgarvuline Juhuslik Trombotsüütiderikas plasma",""
"24381-6","Trombotsüütide agregatsioon.arahhidoonhappe toimel","PrThr","Pt","PRP","Ord","","COAG","","","Järgarvuline Juhuslik Trombotsüütiderikas plasma",""
"24383-2","Sisemine faktor antikehad","PrThr","Pt","S","Ord","IA","SERO","","","Järgarvuline Juhuslik Seerum",""
"24384-0","c antikehad","Acnc","Pt","S/P","Qn","","BLDBK","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24385-7","Kardiolipiin antikehad.IgG","PrThr","Pt","S","Ord","IA","COAG","","","Immuunglobuliin G Järgarvuline Juhuslik Seerum",""
"24386-5","Kardiolipiin antikehad.IgM","PrThr","Pt","S","Ord","IA","COAG","","","Immuunglobuliin M Järgarvuline Juhuslik Seerum",""
"24387-3","Brucella sp antikehad.IgG","PrThr","Pt","S","Ord","IA","MICRO","","","Immuunglobuliin G Järgarvuline Juhuslik Seerum",""
"24388-1","Brucella sp antikehad.IgM","PrThr","Pt","S","Ord","IA","MICRO","","","Immuunglobuliin M Järgarvuline Juhuslik Seerum",""
"24396-4","Brucella sp antikehad.IgG","PrThr","Pt","S","Ord","","MICRO","","","Immuunglobuliin G Järgarvuline Juhuslik Seerum",""
"24397-2","Brucella sp antikehad.IgM","PrThr","Pt","S","Ord","","MICRO","","","Immuunglobuliin M Järgarvuline Juhuslik Seerum",""
"2439-8","Hüdroksükaltsidiool","MCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
"24405-3","Aeromonas salmonicida","PrThr","Pt","XXX","Ord","","MICRO","","","Järgarvuline Juhuslik Täpsustamata materjal",""
"2440-6","Hüdroksükobalamiin","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24408-7","Babesia canis","PrThr","Pt","B","Ord","Giemsa värv","MICRO","","","Järgarvuline Juhuslik Veri",""
"2441-4","Hüdroksülüsiin","PrThr","Pt","S/P","Ord","","CHEM","","","Järgarvuline Juhuslik Plasma Seerum Seerum või plasma",""
"24417-8","Folliikuleid stimuleeriv hormoon^1. proov pärast XXX manustamist","MCnc","Pt","S/P","Qn","","CHAL","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24420-2","Haemophilus somnus antikehad","Titr","Pt","S","Qn","","MICRO","","","Juhuslik Kvantitatiivne Seerum Tiiter",""
"24421-0","Haemobartonella felis","PrThr","Pt","B","Ord","Valgusmikroskoopia","MICRO","","","Järgarvuline Juhuslik Veri",""
"2442-2","Hüdroksülüsiin","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24428-5","Mycoplasma hyopneumoniae antikehad","PrThr","Pt","S","Ord","IA","MICRO","","","Järgarvuline Juhuslik Seerum",""
"2443-0","Hüdroksülüsiin","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"244-4","Floksatsilliin","Susc","Pt","Is","Qn","MLK","ABXBACT","","","Isolaat Juhuslik Kvantitatiivne Minimaalne letaalne kontsentratsioon Tundlikkus",""
"24446-7","Porfobilinogeen","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"24447-5","Magneesium","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"24448-3","Karnitiin","SRat","24 tunni","U","Qn","","CHEM","","","Aine määr Kvantitatiivne Uriin",""
"24449-1","Karnitiini estrid","SCnc","Pt","U","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Uriin",""
"24450-9","Karnitiini estrid","SCnt","Pt","Tis","Qn","","CHEM","","","Ainehulga sisaldus Juhuslik Kude Kvantitatiivne",""
"24451-7","Karnitiin","SCnt","Pt","Tis","Qn","","CHEM","","","Ainehulga sisaldus Juhuslik Kude Kvantitatiivne",""
"24452-5","Karnitiin.vaba (C0)","SCnt","Pt","Tis","Qn","","CHEM","","","Ainehulga sisaldus Juhuslik Kude Kvantitatiivne",""
"2445-5","Hüdroksüproliin","PrThr","Pt","S/P","Ord","","CHEM","","","Järgarvuline Juhuslik Plasma Seerum Seerum või plasma",""
"24457-4","Trüptopfaan","SCnc","Pt","S/P","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24461-6","Rasvhapped","SCnc","Pt","S/P","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24462-4","Heptakarboksüülporfüriin","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"2446-3","Hüdroksüproliin","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24463-2","Kerataansulfaat","PrThr","Pt","U","Ord","","CHEM","","","Järgarvuline Juhuslik Uriin",""
"24464-0","Kondroitiinsulfaat","PrThr","Pt","U","Ord","","CHEM","","","Järgarvuline Juhuslik Uriin",""
"24466-5","Rakud.CD56/100 raku kohta","NFr","Pt","XXX","Qn","","CELLMARK","","","Juhuslik Kvantitatiivne Täpsustamata materjal",""
"24467-3","Rakud.CD3+CD4+","NCnc","Pt","B","Qn","","CELLMARK","","","Juhuslik Kvantitatiivne Veri",""
"24468-1","Rakud.CD14+CD16+CD59+","PrThr","Pt","S","Ord","","CELLMARK","","","Järgarvuline Juhuslik Seerum",""
"24469-9","Hemoglobiin XXX/hemoglobiin.üld","MFr","Pt","B","Qn","Elektroforees","HEM/BC","","","Juhuslik Kvantitatiivne Veri",""
"24470-7","Hemoglobiin A2+XXX/hemoglobiin.üld","MFr","Pt","B","Qn","Elektroforees","HEM/BC","","","Juhuslik Kvantitatiivne Veri",""
"2447-1","Hüdroksüproliin","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"24471-5","Trombotsüütide funktsiooni uuring.kollageeni + epinefriiniga","Aeg","Pt","B","Qn","","COAG","","","Juhuslik Kvantitatiivne Veri",""
"24472-3","Trombotsüütide funktsiooni uuring.kollageeni + adenosiindifosfaadiga","Aeg","Pt","B","Qn","","COAG","","","Juhuslik Kvantitatiivne Veri",""
"24473-1","Rakud.CD23/100 raku kohta","NFr","Pt","XXX","Qn","","CELLMARK","","","Juhuslik Kvantitatiivne Täpsustamata materjal",""
"24478-0","Umbrohtude õietolmu segu 1 (Harilik kerahein+Harilik aruhein+Karjamaa raihein+Timut+Aasnurmikas) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24479-8","Puude õietolmu segu 1 (Saarvaher+Arukask+Valge tamm+Ameerika jalakas+Kalifornia pähklipuu) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24480-6","Umbrohtude õietolmu segu 1 (Pujulehine ambroosia+Harilik puju+Valge hanemalts+Süstlehine teeleht+Rand-ogamalts) antikehad.IgE","Acnc","Pt","S","Qn","Multidisk","ALLERGY","","","Immuunglobuliin E Juhuslik Kvantitatiivne Seerum",""
"24481-4","Umbrohtude õietolmu segu 1 (Pujulehine ambroosia+Harilik puju+Valge hanemalts+Süstlehine teeleht+Rand-ogamalts) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24482-2","Toidualleggeenide segu 20 (Oder+Riis+Rukis+Nisu) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24483-0","Epidermaalsete allergeenide segu 1 (kassi kõõm + lehma kõõm + koera kõõm + hobuse kõõm) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24484-8","Toiduallergeenide segu 5 (Maapähkel+Lehmapiim+Munavalge+Tursk+Sojauba+Nisu) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24485-5","Hallitusseente segu 1 (Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24486-3","Heintaimede õietolmu segu 2 (Harilik sõrmrohi+Karjamaa raihein+Timut+Aasnurmikas+Aleppo sorgo+Keehirss) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24487-1","Toiduallergeenide segu 1 (Tursk+Söödav rannakarp+Krevett+Lõhe+Tuunikala) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24488-9","Epidermaalsete allergeenid segu 73 (kanasuled + pardisuled + hanesuled + papagoisuled) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"2448-9","Hüdroksüproliin.vaba","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"24489-7","Puude õietolmu segu 2 (Saarvaher+Valge tamm+Ameerika jalakas+Pappel+Carya pekanipuu) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24490-5","Puude õietolmu segu 3 (Juniperus sabinoides+Valge tamm+Ameerika jalakas+Pappel+Kahkjas prosoopis) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24491-3","(Valge tamm+Ameerika jalakas+Vahtraleheline plataan+Paju+Pappel) antikehad.IgE","Acnc","Pt","S","Qn","Multidisk","ALLERGY","","","Immuunglobuliin E Juhuslik Kvantitatiivne Seerum",""
"24492-1","(Valge tamm+Ameerika jalakas+Vahtraleheline plataan+Paju+Pappel) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24493-9","Umbrohtude õietolmu segu 2 (Kare ambroosia+Harilik puju+Atriplex lentiformis+Valge hanemalts+Süstlehine teeleht) antikehad.IgE","Acnc","Pt","S","Qn","Multidisk","ALLERGY","","","Immuunglobuliin E Juhuslik Kvantitatiivne Seerum",""
"24494-7","Umbrohtude õietolmu segu 2 (Kare ambroosia+Harilik puju+Atriplex lentiformis+Valge hanemalts+Süstlehine teeleht) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24495-4","Epidermaalsete allergeenide segu 71 (kanasuled+pardisuled+hanesuled+kalkunisuled) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24496-2","Toiduallergeenide segu C (Kaer+Oder+Riis+Rukis+Nisu+Mais) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"2449-7","Hüdroksüproliin.vaba","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"24497-0","Kanaarilinnu seerumi valgud antikehad","PrThr","Pt","S","Ord","Immuundifusioon","ALLERGY","","","Järgarvuline Juhuslik Seerum",""
"24498-8","Kana seerum antikehad","PrThr","Pt","S","Ord","Immuundifusioon","ALLERGY","","","Järgarvuline Juhuslik Seerum",""
"24499-6","Cryptostroma corticale antikehad","PrThr","Pt","S","Ord","Immuundifusioon","MICRO","","","Järgarvuline Juhuslik Seerum",""
"24500-1","Papagoi seerum antikehad","PrThr","Pt","S","Ord","Immuundifusioon","ALLERGY","","","Järgarvuline Juhuslik Seerum",""
"24501-9","Papagoi väljaheited antikehad","PrThr","Pt","S","Ord","Immuundifusioon","ALLERGY","","","Järgarvuline Juhuslik Seerum",""
"24504-3","Pullularia sp antikehad","PrThr","Pt","S","Ord","Immuundifusioon","ALLERGY","","","Järgarvuline Juhuslik Seerum",""
"2450-5","Hüdroksüproliin.vaba","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"24505-0","Tuvi väljaheited antikehad","PrThr","Pt","S","Ord","Immuundifusioon","ALLERGY","","","Järgarvuline Juhuslik Seerum",""
"24506-8","Tolmuallergeenide segu 2 (Prussakas+Ameerika tolmulest+Tolmulest+Majatolm Hollister Stier) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24507-6","Aspergillus clavatus antikehad","PrThr","Pt","S","Ord","Immuundifusioon","MICRO","","","Järgarvuline Juhuslik Seerum",""
"24508-4","Aspergillus nidulans antikehad","PrThr","Pt","S","Ord","Immuundifusioon","MICRO","","","Järgarvuline Juhuslik Seerum",""
"24509-2","Aspergillus terreus antikehad","PrThr","Pt","S","Ord","Immuundifusioon","MICRO","","","Järgarvuline Juhuslik Seerum",""
"245-1","Floksatsilliin","Susc","Pt","Is","OrdQn","MIK","ABXBACT","","","Isolaat Juhuslik Minimaalne inhibeeriv kontsentratsioon Tundlikkus",""
"24510-0","Vapsik antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24511-8","Pascopyrum smithii antikehad.IgE","Acnc","Pt","S","Qn","","ALLERGY","","","Immuunglobuliin E Juhuslik Kvantitatiivne Seerum",""
"24512-6","Puude õietolmu segu C (Citharexylum caudatum+Üheseemneline kadakas+Kaljukadakas) antikehad.IgE","Acnc","Pt","S","Qn","Multidisk","ALLERGY","","","Immuunglobuliin E Juhuslik Kvantitatiivne Seerum",""
"2451-3","Hüdroksüproliin","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"24513-4","Puude õietolmu segu C (Citharexylum caudatum+Üheseemneline kadakas+Kaljukadakas) antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","Multidisk","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24514-2","Vahtrasiirup antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24515-9","Heintaimede õietolmu segu A (Lõhnav maarjahein+Harilik sõrmrohi+Karjamaa-raihein+Timut+Aleppo sorgo) antikehad.IgE","Acnc","Pt","S","Qn","Multidisk","ALLERGY","","","Immuunglobuliin E Juhuslik Kvantitatiivne Seerum",""
"24516-7","Pascopyrum smithii antikehad.IgE.RAST klass","PrThr","Pt","S","Ord","","ALLERGY","","","Immuunglobuliin E Järgarvuline Juhuslik Seerum",""
"24519-1","Fosfaat","SCnc","Pt","B","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Veri",""
"24520-9","Fosfaat","SCnc","Pt","RBC","Qn","","CHEM","","","Aine kontsentratsioon Erütrotsüüdid Juhuslik Kvantitatiivne",""
"2452-1","Hüpoksantiin","MCnc","Pt","Fx","Qn","","CHEM","","","Juhuslik Kehavedelik Kvantitatiivne",""
"24521-7","Epinefriin","SCnc","Pt","U","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Uriin",""
"2453-9","Hüpoksantiin","MCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
"2454-7","Hüpoksantiini fosforibosüültransferaas","CCnc","Pt","RBC","Qn","","CHEM","","","Erütrotsüüdid Juhuslik Kvantitatiivne",""
"2455-4","Hüpoksantiini fosforibosüültransferaas","CCnt","Pt","Tis","Qn","","CHEM","","","Juhuslik Kude Kvantitatiivne",""
"2456-2","Iduronaat-2-sulfataas","CCnt","Pt","Tis","Qn","","CHEM","","","Juhuslik Kude Kvantitatiivne",""
"2457-0","IgA","MCnc","Pt","CSF","Qn","","CHEM","","","Immuunglobuliin A Juhuslik Kvantitatiivne Liikvor",""
"2458-8","IgA","MCnc","Pt","S/P","Qn","","CHEM","","","Immuunglobuliin A Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2459-6","IgA.monoklonaalne","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin A Immuunglobuliin A. monoklonaalne Juhuslik Kvantitatiivne Seerum",""
"2460-4","IgD","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin D Juhuslik Kvantitatiivne Seerum",""
"2461-2","IgD.monoklonaalne","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin D Immuunglobuliin D. monoklonaalne Juhuslik Kvantitatiivne Seerum",""
"2462-0","IgE","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin E Juhuslik Kvantitatiivne Seerum",""
"2463-8","IgE.monoklonaalne","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin E Immuunglobuliin E. monoklonaalne Juhuslik Kvantitatiivne Seerum",""
"2464-6","IgG","MCnc","Pt","CSF","Qn","","CHEM","","","Immuunglobuliin G Juhuslik Kvantitatiivne Liikvor",""
"2465-3","IgG","MCnc","Pt","S/P","Qn","","CHEM","","","Immuunglobuliin G Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2466-1","IgG alaklass 1","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin G Immuunglobuliin G alaklass 1 Juhuslik Kvantitatiivne Seerum",""
"2467-9","IgG alaklass 2","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin G Immuunglobuliin G alaklass 2 Juhuslik Kvantitatiivne Seerum",""
"2468-7","IgG alaklass 3","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin G Immuunglobuliin G alaklass 3 Juhuslik Kvantitatiivne Seerum",""
"2469-5","IgG alaklass 4","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin G Immuunglobuliin G alaklass 4 Juhuslik Kvantitatiivne Seerum",""
"2470-3","IgG/albumiin","MRto","Pt","CSF","Qn","","CHEM","","","Immuunglobuliin G Juhuslik Kvantitatiivne Liikvor",""
"2471-1","IgM","MCnc","Pt","CSF","Qn","","CHEM","","","Immuunglobuliin M Juhuslik Kvantitatiivne Liikvor",""
"2472-9","IgM","MCnc","Pt","S/P","Qn","","CHEM","","","Immuunglobuliin M Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2473-7","IgM.monoklonaalne","MCnc","Pt","S","Qn","","CHEM","","","Immuunglobuliin M Immuunglobuliin M. monoklonaalne Juhuslik Kvantitatiivne Seerum",""
"2474-5","Indikaanid","PrThr","Pt","U","Ord","","CHEM","","","Järgarvuline Juhuslik Uriin",""
"2475-2","Indikaanid","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"2476-0","Indolamiin","MCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
"2477-8","Indool","MCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
"2478-6","Inhibiin","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2479-4","Inosiin","MCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
"2480-2","Inositool.vaba","MCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
"2481-0","Insuliin antikehad","PrThr","Pt","S","Ord","","SERO","","","Järgarvuline Juhuslik Seerum",""
"2482-8","Insuliin antikehad","MCnc","Pt","S","Qn","","SERO","","","Juhuslik Kvantitatiivne Seerum",""
"2483-6","Insuliinisarnast kasvufaktorit siduv proteiin 3","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2484-4","Insuliinisarnane kasvufaktor 1","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"248-5","Flukonasool","Susc","Pt","Is","Qn","MLK","ABXBACT","","","Isolaat Juhuslik Kvantitatiivne Minimaalne letaalne kontsentratsioon Tundlikkus",""
"2485-1","Insuliinisarnane kasvufaktor 2","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2486-9","Somatomediinid","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2488-5","Sisemine faktor","MCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
"2490-1","Inuliin","MCnc","Pt","S/P","Qn","","DRUG/TOX","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2491-9","Inuliin renaalne kliirens","VRat","24 tunni","U+S/P","Qn","","DRUG/TOX","","","Kvantitatiivne Mahu määr Plasma Seerum Seerum või plasma Uriin Uriin ja seerum või plasma",""
"2492-7","Jood","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"249-3","Flukonasool","Susc","Pt","Is","OrdQn","MIK","ABXBACT","","","Isolaat Juhuslik Minimaalne inhibeeriv kontsentratsioon Tundlikkus",""
"2493-5","Jood.vaba","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"2494-3","Jood","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2495-0","Jood","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"2496-8","Jodohipuraan renaalne kliirens","VRat","24 tunni","U+S/P","Qn","","CHEM","","","Kvantitatiivne Mahu määr Plasma Seerum Seerum või plasma Uriin Uriin ja seerum või plasma",""
"2497-6","Raud","MCnt","Pt","Hair","Qn","","CHEM","","","Juhuslik Juuksed Kvantitatiivne",""
"2498-4","Raud","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2499-2","Raud","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"2500-7","Rauasidumisvõime","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2502-3","Rauaga küllastatus","MFr","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2504-9","Raud","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"2506-4","Isotsitraadi dehüdrogenaas","CCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2507-2","Isoleutsiin","PrThr","Pt","S/P","Ord","","CHEM","","","Järgarvuline Juhuslik Plasma Seerum Seerum või plasma",""
"2508-0","Isoleutsiin","MCnc","Pt","S/P","Qn","","CHEM","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"2509-8","Isoleutsiin","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"2510-6","Isoleutsiin","MRat","24 tunni","U","Qn","","CHEM","","","Kvantitatiivne Uriin",""
"2511-4","Kerataansulfaat","MCnc","Pt","B","Qn","","CHEM","","","Juhuslik Kvantitatiivne Veri",""
"2512-2","Kerataansulfaat","MCnc","Pt","U","Qn","","CHEM","","","Juhuslik Kvantitatiivne Uriin",""
"2513-0","Ketoonid","PrThr","Pt","S/P","Ord","","CHEM","","","Järgarvuline Juhuslik Plasma Seerum Seerum või plasma",""
"25142-1","5-fluorotsütosiin^tipp","MCnc","Pt","S/P","Qn","","DRUG/TOX","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"25143-9","5-fluorotsütosiin^baas","MCnc","Pt","S/P","Qn","","DRUG/TOX","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"25145-4","Bakterid","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"2514-8","Ketoonid","PrThr","Pt","U","Ord","Ribaanalüüs","CHEM","","","Järgarvuline Juhuslik Uriin",""
"25156-1","Eosinofiilid","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"25157-9","Epiteelsilindrid","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"25158-7","Ovaalsed rasvkehakesed (gloobulid)","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"25159-5","Rasvsilindirid","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"25160-3","Granulaarsilindrid","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"25162-9","Hüaliinsilindrid","PrThr","Pt","U-sed","Ord","Valgusmikroskoopia","UA","","","Järgarvuline Juhuslik Uriin Uriini sade",""
"2516-3","L-iditooli dehüdrogenaas","CCnc","Pt","AmnF","Qn","","CHEM","","","Amnionivedelik Juhuslik Kvantitatiivne",""
"25164-5","Rakud.CD21","NCnc","Pt","B","Qn","","CELLMARK","","","Juhuslik Kvantitatiivne Veri",""
"25165-2","Rakud.CD23","NCnc","Pt","B","Qn","","CELLMARK","","","Juhuslik Kvantitatiivne Veri",""
"25166-0","Uroporfüriin","SCnc","Pt","U","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Uriin",""
"25167-8","Koproporfüriin","SCnc","Pt","U","Qn","","CHEM","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Uriin",""
"25168-6","Perheksiliin","MCnc","Pt","S/P","Qn","","DRUG/TOX","","","Juhuslik Kvantitatiivne Plasma Seerum Seerum või plasma",""
"25169-4","Nikkel","SCnc","Pt","B","Qn","","DRUG/TOX","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Veri",""
"25170-2","Elavhõbe","SCnc","Pt","B","Qn","","DRUG/TOX","","","Aine kontsentratsioon Juhuslik Kvantitatiivne Veri",""
"2517-1","L-iditooli dehüdrogenaas","CCnc","Pt","S","Qn","","CHEM","","","Juhuslik Kvantitatiivne Seerum",""
