"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"20425-5","Cardiolipin Ak.IgM","Interpretation","Zeitpunkt","Serum","Nominal","","Gerinnung","","Cardiolipin-IgM-Antikörper [Interpretation] in Serum","",""
"20427-1","Acetylcholinrezeptor Ak","Stoffmengenkonzentration","Zeitpunkt","Serum","Quantitativ","","Serologie","","Acetylcholinrezeptor-Antikörper [Mol/Volumen] in Serum","",""
"21468-4","Plasmodium vivax Ak","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Plasmodium vivax-Antikörper [Titer] in Serum mit Immunfluoreszenztest","",""
"21482-5","Protein","Massenkonzentration","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Protein [Masse/Volumen] in 24-Stunden-Urin","Eiweiß; Gesamteiweiß; Gesamt-Eiweiß",""
"21488-2","Oryza sativa Ak.IgG.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Oryza sativa-IgG-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"21500-4","Masern-Virus Ak.IgG","Titer","Zeitpunkt","Zerebrospinalflüssigkeit","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Masern-Virus-IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit mit Immunfluoreszenztest","Measles morbillivirus",""
"20478-4","Zellen.CD61/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Zellmarker","","CD61-Zellen/100 Zellen in Blut","",""
"20484-2","Cardiolipin Ak.IgG","Titer","Zeitpunkt","Serum","Quantitativ","","Gerinnung","","Cardiolipin-IgG-Antikörper [Titer] in Serum","",""
"20485-9","Cardiolipin Ak.IgM","Titer","Zeitpunkt","Serum","Quantitativ","","Gerinnung","","Cardiolipin-IgM-Antikörper [Titer] in Serum","",""
"20493-3","Histiozyten/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","Körperflüssigkeit","Quantitativ","Mikroskopie.Licht","Hämatologie und Zellzählung","","Histiozyten/100 Zellen in Körperflüssigkeit mit Lichtmikroskopie","",""
"20496-6","Gliadin Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","Immunoassay","Serologie","","Gliadin-IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","",""
"20509-6","Hämoglobin","Massenkonzentration","Zeitpunkt","Blut","Quantitativ","Berechnet","Hämatologie und Zellzählung","","Hämoglobin [Masse/Volumen] in Blut, berechnet","",""
"20510-4","Lipoprotein-Muster","Interpretation","Zeitpunkt","Serum oder Plasma","Nominal","Elektrophorese","Klinische Chemie (keine Funktionstests)","","Lipoprotein-Fraktionen [Interpretation] in Serum oder Plasma mit Elektrophorese","",""
"20519-5","Kokain","Massenkonzentration","Zeitpunkt","Urin","Quantitativ","Bestätigung","Wirkstoffspiegelbestimmung/Toxikologie","","Kokain [Masse/Volumen] in Urin mit Bestätigungstest","Cocain",""
"205-5","Colistin","Empfindlichkeit (Mikororganismen)","Zeitpunkt","Isolat","Ordinal oder Quantitativ","Minimale Hemmkonzentration (MHK)","Antibiotikaempfindlichkeit","","Colistin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)","",""
"20566-6","Kolonienanzahl","Anzahl pro Volumen","Zeitpunkt","Katheterspitze","Quantitativ","Kultur","Mikrobiologie","","Kolonienanzahl [#/Volumen] in Katheterspitze mit Kultur","",""
"20586-4","Zellen.CD1/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD1-Zellen/100 Zellen in Probenmaterial","",""
"20587-2","Zellen.CD10/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD10-Zellen/100 Zellen in Probenmaterial","",""
"25370-8","Schokolade Ak.IgE.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Schokolade-IgE-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"25382-3","Cortison","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Cortison [Mol/Volumen] in Serum oder Plasma","",""
"25387-2","Cyanid","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Cyanid [Mol/Volumen] in Serum oder Plasma","",""
"2154-3","Creatinkinase.MB","Katalytische Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","Elektrophorese","Klinische Chemie (keine Funktionstests)","","Creatinkinase.MB-Typ [Enzymaktivität/Volumen] in Serum oder Plasma mit Elektrophorese","CK-MB; CKMB",""
"2155-0","Creatinkinase.MM","Katalytische Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","Elektrophorese","Klinische Chemie (keine Funktionstests)","","Creatinkinase.MM-Typ [Enzymaktivität/Volumen] in Serum oder Plasma mit Elektrophorese","",""
"21569-9","Toxoplasma gondii Ak.IgG","Titer","Zeitpunkt","Zerebrospinalflüssigkeit","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Toxoplasma gondii-IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit mit Immunfluoreszenztest","",""
"2158-4","Creatinkinase.gesamt/Creatinkinase.MB","Katalytisches Verhältnis","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinkinase.gesamt/Creatinkinase.MB-Typ [Verhältnis der enzymatischen Aktivität] in Serum oder Plasma","",""
"21589-7","Ustilago nuda+Ustilago tritici Ak.IgE.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Ustilago nuda+Ustilago tritici-IgE-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"25385-6","Coxiella burnetii Ak.IgM","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Coxiella burnetii-IgM-Antikörper [Titer] in Serum mit Immunfluoreszenztest","",""
"25386-4","Creatinin","Stoffmengenkonzentration","Zeitpunkt","Körperflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin [Mol/Volumen] in Körperflüssigkeit","",""
"25394-8","Nortrimipramin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Nortrimipramin [Mol/Volumen] in Serum oder Plasma","",""
"25420-1","Röteln-Virus Ak.IgM","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","Latexagglutination","Mikrobiologie","","Röteln-Virus-IgM-Antikörper [Nachweis] in Serum mit Latexagglutination","",""
"2160-0","Creatinin","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin [Masse/Volumen] in Serum oder Plasma","",""
"21618-4","aktiviertes Protein C-Gen Mutationen getestet auf","Nachweis oder Identität","Zeitpunkt","Blut oder Gewebe","Nominal","Molekulargenetisch","Molekulare Pathologie.Mutationen","","APC-Gen-Mutationen (Test auf) in Blut oder Gewebe, molekulargenetisch - Nominal","",""
"2162-6","Creatinin","Massenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin [Masse/Zeit] in 24-Stunden-Urin","",""
"21655-6","CFTR-Gen.p.Phe508del","Nachweis oder Schwellenwert","Zeitpunkt","Blut oder Gewebe","Ordinal","Molekulargenetisch","Molekulare Pathologie.Mutationen","","CFTR-Gen.p.Phe508del [Nachweis] in Blut oder Gewebe, molekulargenetisch","",""
"21667-1","F5-Gen zielgerichtete Mutationsanalyse","Nachweis oder Identität","Zeitpunkt","Blut oder Gewebe","Nominal","Molekulargenetisch","Molekulare Pathologie.Mutationen","","F5-Gen-Mutationen gefunden [Nachweis oder Identität] in Blut oder Gewebe, molekulargenetisch - Nominal","",""
"2150-1","Creatin","Massenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatin [Masse/Zeit] in 24-Stunden-Urin","",""
"21501-2","Masern-Virus Ak.IgG","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Masern-Virus-IgG-Antikörper [Titer] in Serum mit Immunfluoreszenztest","Measles morbillivirus",""
"21505-3","Secale cereale Ak.IgG.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Secale cereale-IgG-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"21512-9","Salmonella paratyphi A H Ak","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Salmonella paratyphi A H-Antikörper [Titer] in Serum mit Immunfluoreszenztest","",""
"21513-7","Salmonella paratyphi B H Ak","Titer","Zeitpunkt","Serum","Quantitativ","Agglutination","Mikrobiologie","","Salmonella paratyphi B H-Antikörper [Titer] in Serum mit Agglutination","",""
"21537-6","Spinacia oleracea Ak.IgG.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Spinacia oleracea-IgG-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"21582-2","Tryptase","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Tryptase [Masse/Volumen] in Serum oder Plasma","",""
"25422-7","Schistosoma sp Ak","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Schistosoma sp-Antikörper [Titer] in Serum mit Immunfluoreszenztest","",""
"14198-6","Chlamydophila psittaci Ak","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Chlamydophila psittaci-Antikörper [Titer] in Serum mit Immunfluoreszenztest","",""
"1423-3","Cortisol^45 Minuten nach 1 µg/kg CRH intravenös","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Funktionstest","","Cortisol [Masse/Volumen] in Serum oder Plasma --45 Minuten nach 1 µg/kg CRH intravenös","Kortisol",""
"14272-9","Leber-Nieren-Mikrosomen Ak","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Serologie","","Leber-Nieren-Mikrosomen-Antikörper [Nachweis] in Serum","",""
"14339-6","IgG/Protein.gesamt","Massenfraktion","Zeitpunkt","Zerebrospinalflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","IgG/Protein.gesamt in Zerebrospinalflüssigkeit","",""
"14348-7","Spezifisches Gewicht","Relative Dichte","Zeitpunkt","Peritonealflüssigkeit","Quantitativ","Refraktometrie","Klinische Chemie (keine Funktionstests)","","Spezifisches Gewicht von Peritonealflüssigkeit mit Refraktometrie","",""
"14288-5","Carnitin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Carnitin [Mol/Volumen] in Serum oder Plasma","",""
"14314-9","Benzoylecgonin","Nachweis oder Schwellenwert","Zeitpunkt","Urin","Ordinal","Screening","Wirkstoffspiegelbestimmung/Toxikologie","","Benzoylecgonin [Nachweis] in Urin mit Screening","",""
"14316-4","Benzodiazepine","Nachweis oder Schwellenwert","Zeitpunkt","Urin","Ordinal","Screening","Wirkstoffspiegelbestimmung/Toxikologie","","Benzodiazepine [Nachweis] in Urin mit Screening","",""
"14322-2","Streptococcus pneumoniae Ag","Nachweis oder Schwellenwert","Zeitpunkt","Zerebrospinalflüssigkeit","Ordinal","Latexagglutination","Mikrobiologie","","Streptococcus pneumoniae-Antigen [Nachweis] in Zerebrospinalflüssigkeit mit Latexagglutination","",""
"14330-5","Polymorphonukleäre Zellen/100 Leukozyten","Anzahl pro Fraktion","Zeitpunkt","Stuhl","Quantitativ","Manuelle Zählung","Hämatologie und Zellzählung","","Polymorphonukleäre Zellen/100 Leukozyten in Stuhl mit manueller Zählung","",""
"14334-7","Lithium","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Lithium [Mol/Volumen] in Serum oder Plasma","",""
"13591-3","Faktor-Inhibitor XXX","Arbiträre Konzentration","Zeitpunkt","Thrombozytenarmes Plasma","Quantitativ","Gerinnungstest","Gerinnung","","Faktor-Inhibitor XXX [Einheiten/Volumen] in thrombozytenarmem Plasma mit Gerinnungstest","",""
"13596-2","Histiozyten","Nachweis oder Schwellenwert","Zeitpunkt","Nase","Ordinal","Mikroskopie.Licht","Hämatologie und Zellzählung","","Histiozyten [Nachweis] in Nase mit Lichtmikroskopie","",""
"1359-9","Corticotropin^1 Stunde nach 1 µg/kg CRH intravenös","Massenkonzentration","Zeitpunkt","Plasma","Quantitativ","","Funktionstest","","Corticotropin [Masse/Volumen] in Plasma --1 Stunde nach 1 µg/kg CRH intravenös","Adrenocorticotropes Hormon; ACTH",""
"13623-4","Dextromethorphan","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Dextromethorphan [Masse/Volumen] in Serum oder Plasma","",""
"1363-1","Corticotropin^30 Minuten nach Dosis Insulin intravenös","Massenkonzentration","Zeitpunkt","Plasma","Quantitativ","","Funktionstest","","Corticotropin [Masse/Volumen] in Plasma --30 Minuten nach Dosis Insulin intravenös","Adrenocorticotropes Hormon; ACTH",""
"14367-7","Trichomonas vaginalis","Nachweis oder Schwellenwert","Zeitpunkt","Vaginalflüssigkeit","Ordinal","Feuchtes Nativpräparat","Mikrobiologie","","Trichomonas vaginalis [Nachweis] in Vaginalflüssigkeit mit feuchter Nativpräparation","",""
"2159-2","Creatinin","Massenkonzentration","Zeitpunkt","Amnionflüssigkeit","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin [Masse/Volumen] in Amnionflüssigkeit","",""
"21600-2","Juglans regia Ak.IgE.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Juglans regia-IgE-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"21610-1","Zink","Massenkonzentration","24 Stunden","Urin","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Zink [Masse/Volumen] in 24-Stunden-Urin","",""
"21613-5","Chlamydia trachomatis DNA","Nachweis oder Schwellenwert","Zeitpunkt","XXX","Ordinal","Zielfragmentamplifikation mit Sondendetektion","Mikrobiologie","","Chlamydia trachomatis-DNA [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion","Chlamydia trachomatis",""
"20595-5","Zellen.CD20/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD20-Zellen/100 Zellen in Probenmaterial","",""
"25414-4","Gasterophilus intestinalis Ak.IgE.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Gasterophilus intestinalis-IgE-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"25418-5","Mumps-Virus Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","Immunoassay","Mikrobiologie","","Mumps-Virus-IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","Mumps rubulavirus",""
"25419-3","Mumps-Virus Ak.IgM","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","Immunoassay","Mikrobiologie","","Mumps-Virus-IgM-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","Mumps rubulavirus",""
"2377-0","Glutathionperoxidase","Katalytische Konzentration","Zeitpunkt","Erythrozyten","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Glutathionperoxidase [Enzymaktivität/Volumen] in Erythrozyten","RBC",""
"20602-9","Zellen.CD34/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD34-Zellen/100 Zellen in Probenmaterial","",""
"20609-4","Zellen.CD42/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD42-Zellen/100 Zellen in Probenmaterial","",""
"20610-2","Zellen.CD45/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD45 (Lymph)-Zellen/100 Zellen in Probenmaterial","",""
"20611-0","Zellen.CD5/100 Zellen","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","","Zellmarker","","CD5-Zellen/100 Zellen in Probenmaterial","",""
"20619-3","Lymphozyten/100 Leukozyten","Anzahl pro Fraktion","Zeitpunkt","XXX","Quantitativ","Automatisierte Zählung","Zellmarker","","Lymphozyten/100 Leukozyten in Probenmaterial mit automatisierter Zählung","",""
"20631-8","Lymphozyten.aktivierte T-Zellen/100 Lymphozyten.klein","Anzahl pro Fraktion","Zeitpunkt","Blut","Quantitativ","","Zellmarker","","Aktivierte T-Zell-Lymphozyten/100 kleine Lymphozyten in Blut","",""
"20633-4","1-Methylhistidin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","1-Methylhistidin [Mol/Volumen] in Serum oder Plasma","",""
"20644-1","Glycin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Glycin [Mol/Volumen] in Serum oder Plasma","",""
"20646-6","Homocystin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Homocystin [Mol/Volumen] in Serum oder Plasma","",""
"20647-4","Hydroxyprolin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Hydroxyprolin [Mol/Volumen] in Serum oder Plasma","",""
"20648-2","Isoleucin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Isoleucin [Mol/Volumen] in Serum oder Plasma","",""
"21571-5","Toxoplasma gondii Ak.IgM","Titer","Zeitpunkt","Zerebrospinalflüssigkeit","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Toxoplasma gondii-IgM-Antikörper [Titer] in Zerebrospinalflüssigkeit mit Immunfluoreszenztest","",""
"2157-6","Creatinkinase","Katalytische Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinkinase [Enzymaktivität/Volumen] in Serum oder Plasma","CK",""
"21602-8","Triticum aestivum Ak.IgG.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Triticum aestivum-IgG-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"2161-8","Creatinin","Massenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin [Masse/Volumen] in Urin","",""
"2164-2","Creatinin Renale Clearance","Volumenrate","24 Stunden","Urin und Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Creatinin-Clearance renal in 24-Stunden-Urin und Serum oder Plasma","",""
"2165-9","Kryofibrinogen","Massenkonzentration","Zeitpunkt","Blut","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Kryofibrinogen [Masse/Volumen] in Blut","",""
"21668-9","F5-Gen.p.Arg506Gln","Nachweis oder Schwellenwert","Zeitpunkt","Blut oder Gewebe","Ordinal","Molekulargenetisch","Molekulare Pathologie.Mutationen","","F5-Gen p.Arg506Gln [Nachweis] in Blut oder Gewebe, molekulargenetisch","",""
"21669-7","F5-Gen Mutationen getestet auf","Nachweis oder Identität","Zeitpunkt","Blut oder Gewebe","Nominal","Molekulargenetisch","Molekulare Pathologie.Mutationen","","F5-Gen-Mutationen (Test auf) in Blut oder Gewebe, molekulargenetisch - Nominal","",""
"21676-2","FGFR3-Gen zielgerichtete Mutationsanalyse","Nachweis oder Identität","Zeitpunkt","Blut oder Gewebe","Nominal","Molekulargenetisch","Molekulare Pathologie.Mutationen","","FGFR3-Gen-Mutationen gefunden [Nachweis oder Identität] in Blut oder Gewebe, molekulargenetisch - Nominal","",""
"2200-4","Delta-Aminolevulinat","Massenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Delta-Aminolevulinat [Masse/Zeit] in 24-Stunden-Urin","",""
"20649-0","Leucin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Leucin [Mol/Volumen] in Serum oder Plasma","",""
"20657-3","Taurin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Taurin [Mol/Volumen] in Serum oder Plasma","",""
"24200-8","Coxsackie-Virus B6 Ak.neutralisierend^2. Probenmaterial","Titer","Zeitpunkt","Serum","Quantitativ","Neutralisationstest","Mikrobiologie","","Coxsackievirus B6-neutralisierender Antikörper [Titer] in Serum mit Neutralisationstest --2. Probenmaterial","",""
"24204-0","Legionella pneumophila Ak^2. Probenmaterial","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Legionella pneumophila-Antikörper [Titer] in Serum mit Immunfluoreszenztest --2. Probenmaterial","",""
"24205-7","Rickettsia typhi Ak.IgG^1. Probenmaterial","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Mikrobiologie","","Rickettsia typhi-IgG-Antikörper [Titer] in Serum mit Immunfluoreszenztest --1. Probenmaterial","",""
"24247-9","Polio-Virus 3 Ak^1. Probenmaterial","Titer","Zeitpunkt","Serum","Quantitativ","","Mikrobiologie","","Polio-Virus 3-Antikörper [Titer] in Serum --1. Probenmaterial","",""
"25391-4","Dehydroepiandrosteron (DHEA)","Stoffmengenrate","24 Stunden","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Dehydroepiandrosteron (DHEA) [Mol/Zeit] in 24-Stunden-Urin","",""
"25397-1","Echinococcus sp Ak","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","Immunoassay","Mikrobiologie","","Echinococcus sp-Antikörper [Nachweis] in Serum mit Immunoassay","",""
"25399-7","Endomysium Ak","Titer","Zeitpunkt","Serum","Quantitativ","Immunfluoreszenztest","Serologie","","Endomysium-Antikörper [Titer] in Serum mit Immunfluoreszenztest","",""
"2540-3","Lactatdehydrogenase 2","Katalytische Konzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Lactatdehydrogenase 2 [Enzymaktivität/Volumen] in Serum oder Plasma","",""
"25407-8","Fasciola sp Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","Immunoassay","Mikrobiologie","","Fasciola sp-IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","",""
"25408-6","Trigonella foenum-graecum Ak.IgE.RAST Klasse","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Allergie","","Trigonella foenum-graecum-IgE-Antikörper-RAST-Klasse [Nachweis] in Serum","",""
"25410-2","Filaria Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Serum","Quantitativ","Immunoassay","Mikrobiologie","","Filaria-IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","",""
"25412-8","Flunitrazepam","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Wirkstoffspiegelbestimmung/Toxikologie","","Flunitrazepam [Mol/Volumen] in Serum oder Plasma","",""
"20660-7","Tyrosin","Stoffmengenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Tyrosin [Mol/Volumen] in Serum oder Plasma","",""
"20669-8","Cardiolipin Ak.IgA","Titer","Zeitpunkt","Serum","Quantitativ","","Gerinnung","","Cardiolipin-IgA-Antikörper [Titer] in Serum","",""
"23963-2","Brucella abortus Ak.IgG","Titer","Zeitpunkt","Zerebrospinalflüssigkeit","Quantitativ","","Mikrobiologie","","Brucella abortus-IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit","",""
"24012-7","HIV-1 Ag","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Mikrobiologie","","HIV-1-Antigen [Nachweis] in Serum","",""
"24029-1","Toxocara canis Ak.IgG","Nachweis oder Schwellenwert","Zeitpunkt","Serum","Ordinal","","Mikrobiologie","","Toxocara canis-IgG-Antikörper [Nachweis] in Serum","",""
"20682-1","Ammoniak","Massenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Ammoniak [Masse/Volumen] in Urin","",""
"2069-3","Chlorid","Stoffmengenkonzentration","Zeitpunkt","Blut","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Chlorid [Mol/Volumen] in Blut","",""
"2078-4","Chlorid","Stoffmengenkonzentration","Zeitpunkt","Urin","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Chlorid [Mol/Volumen] in Urin","",""
"20789-4","Escherichia coli Serotyp","Nachweis oder Identität","Zeitpunkt","Isolat","Nominal","","Mikrobiologie","","Escherichia coli-Serotyp [Nachweis oder Identität] in Isolat","",""
"20811-6","Escherichia coli","Nachweis oder Schwellenwert","Zeitpunkt","XXX","Ordinal","Kultur.FDA-Methode","Mikrobiologie","","Escherichia coli [Nachweis] in Probenmaterial mit Kultur FDA-Methode","",""
"2085-9","Cholesterol.in HDL","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Cholesterol in HDL [Masse/Volumen] in Serum oder Plasma","",""
"2089-1","Cholesterol.in LDL","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Cholesterol in LDL [Masse/Volumen] in Serum oder Plasma","",""
"2093-3","Cholesterol","Massenkonzentration","Zeitpunkt","Serum oder Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Cholesterol [Masse/Volumen] in Serum oder Plasma","Cholesterin",""
"22187-9","Chlamydia trachomatis Ak","Titer","Zeitpunkt","Serum","Quantitativ","","Mikrobiologie","","Chlamydia trachomatis-Antikörper [Titer] in Serum","Chlamydia trachomatis",""
"2194-9","Dehydroepiandrosteron (DHEA)","Nachweis oder Schwellenwert","Zeitpunkt","Urin","Ordinal","","Klinische Chemie (keine Funktionstests)","","Dehydroepiandrosteron (DHEA) [Nachweis] in Urin","",""
"2198-0","Delta-Aminolevulinat","Massenkonzentration","Zeitpunkt","Plasma","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Delta-Aminolevulinat [Masse/Volumen] in Plasma","",""
"22080-6","Adenovirus Ak","Titer","Zeitpunkt","Serum","Quantitativ","","Mikrobiologie","","Adenovirus-Antikörper [Titer] in Serum","",""
"22126-7","Borrelia burgdorferi Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Zerebrospinalflüssigkeit","Quantitativ","","Mikrobiologie","","Borrelia burgdorferi-IgG-Antikörper [Einheiten/Volumen] in Zerebrospinalflüssigkeit","",""
"22127-5","Borrelia burgdorferi Ak.IgG","Arbiträre Konzentration","Zeitpunkt","Körperflüssigkeit","Quantitativ","","Mikrobiologie","","Borrelia burgdorferi-IgG-Antikörper [Einheiten/Volumen] in Körperflüssigkeit","",""
"2212-9","Dihydropteridinreduktase","Katalytische Konzentration","Zeitpunkt","Serum","Quantitativ","","Klinische Chemie (keine Funktionstests)","","Dihydropteridinreduktase [Enzymaktivität/Volumen] in Serum","",""
