"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"99879-9","Lipidy","Ilość na powierzchnię","Punkt w czasie","Osad moczu","ilościowy","Metoda wspomagana komputerowo","Analiza moczu","","","Profil lipidowy",""
"99884-9","kryształy cholesterolowe","Stężenie ilościowe","Punkt w czasie","Osad moczu","ilościowy","Metoda wspomagana komputerowo","Analiza moczu","","","",""
"99895-5","Kryształy jednowodnego szczawianu wapnia","Ilość na powierzchnię","Punkt w czasie","Osad moczu","ilościowy","Metoda wspomagana komputerowo","Analiza moczu","","","",""
"11076-7","Wirus zapalenia wątroby typu C 5-1-1 przeciwciało","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","Immunoblotting","MICRO","","","HCV HCV 5-1-1 Obecnosc lub prog p/ciała Western Blot",""
"11118-7","plazmocyty/100 komorek","Frakcja ilościowa","Punkt w czasie","Szpik kostny","ilościowy","Zliczanie ręczne","Morfologia krwi","","","Manualny plazmocyty Zliczanie manualne",""
"11132-8","bilirubina","Stężenie masowe","Punkt w czasie","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","Bilirubina",""
"11148-4","Potas/Kreatynina","Współczynnik masy","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","K",""
"11154-2","Cholinoesteraza","Stężenie katalityczne","Punkt w czasie","Krew","ilościowy","","Testy nieobciążeniowe chemiczne","","","ChE",""
"11171-6","Erytromycyna IgE","Stężenie umowne","Punkt w czasie","Surowica","ilościowy","","Alergia","","","Immunoglobulina E p/ciała Umowne stezenie",""
"11218-5","Albumina","Stężenie masowe","Punkt w czasie","Mocz","ilościowy","granica wykrywalnosci dla testu paskowego <= 20 mg/L","Testy nieobciążeniowe chemiczne","","","Granica wykrywalności &lt;= 20 mg/L test paskowy",""
"11228-4","Uroporfiryna","Stężenie masowe","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"13593-9","agregacja płytek indukowana prostaglandyną","Wzgledne stezenie umowne","Punkt w czasie","Osocze bogatopłytkowe","ilościowy","","Koagulacja","","","agregacja płytek indukowana prostaglandyną agregacja płytek krwi płytki krwi PRP Wykrzepianie",""
"13607-7","Glukoza^4 godz. po 50 g laktozy p.o.","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","240 minut po doustnym podaniu 50 g laktozy GLU osocze",""
"13634-1","czynnik reumatoidalny","Stężenie umowne","Punkt w czasie","Płyn maziowy","ilościowy","","Serologia nie mikrobiologiczna","","","RF Umowne stezenie",""
"1380-5","Wapń/Test fosfaturii po obciazeniu parathormonem","Współczynnik masy","Punkt w czasie","Surowica","ilościowy","","Obciążenie chemiczne","","","fosforany nieorganiczne",""
"13820-6","moczan/Kreatynina","Współczynnik masy","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"13874-3","Fosfataza zasadowa. wątrobowa 1","Stężenie katalityczne","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Fosfataza alkaliczna;ALP osocze Wątrobowa ALP;Fosfataza zasadowa izoenzym wątrobowy",""
"12512-0","kryształy dwuwodnego wodorofosforanu wapnia","obecność lub wartość progowa","Punkt w czasie","Osad moczu","Porządkowy","Mikroskopia świetlna","Analiza moczu","","","fosforany nieorganiczne Obecnosc lub prog",""
"12584-9","Kreatynina","Stężenie masowe","Punkt w czasie","Płyn z gałki ocznej","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"12586-4","Kreatynina","Wskaźnik masy","4H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","4 godziny",""
"12589-8","Kreatynina","Wskaźnik masy","12H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"12711-8","region hemoglobiny A","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","elektroforeza zasadowa (pH=8.9)","Morfologia krwi","","","Hb, HGB HbA Obecnosc lub prog Region HbA",""
"12712-6","region hemoglobiny S+D+G","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","elektroforeza zasadowa (pH=8.9)","Morfologia krwi","","","Hb, HGB HbS Obecnosc lub prog",""
"12772-0","cholesterol w HDL","Stężenie umowne","Punkt w czasie","Surowica lub osocze","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","Cholesterol frakcji HDL osocze Umowne stezenie",""
"15048-2","kinaza kreatynowa BB/Kinaza kreatynowa calkowita","Frakcja katalityczna","Punkt w czasie","Surowica lub osocze","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","aktywność kinazy kreatynowej; CK CK izoenzym mózgowy kinazy kreatynowej; CK.BB kinaza kreatynowa całkowita; CK.total Kreatyna osocze",""
"15050-8","Kreatynina","Stężenie substancji","Punkt w czasie","Płyn owodniowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"15078-9","mleczan","Wskaźnik substancji","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","Kwas mlekowy",""
"15101-9","Chloramfenikol","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Leki lub Toksyny","","","Detreomycyna, Chloramphenicolum, Detreomycinum, Chloromycetinum, Chloromycetyna, Chloracid osocze",""
"16266-9","Kryształy wodorofosforanu wapnia","obecność lub wartość progowa","Punkt w czasie","Analiza kamienia","Porządkowy","Spektroskopia w podczerwieni","Testy nieobciążeniowe chemiczne","","","fosforany nieorganiczne Obecnosc lub prog",""
"16273-5","Wapń","Zawartość masowa","Punkt w czasie","Krwinki czerwone RBC","ilościowy","","Testy nieobciążeniowe chemiczne","","","RBC, erytrocyty",""
"16285-9","Kreatynina/Bialko","Współczynnik masy","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","białko",""
"16337-8","Fosfataza zasadowa","Stężenie katalityczne","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","Fosfataza alkaliczna;ALP",""
"16518-3","Wapń","Wskaźnik masy","2H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","2 godziny",""
"16525-8","Wapń/Fosfor nieorganiczny Pi","Współczynnik masy","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","fosforany nieorganiczne osocze Pi",""
"16615-7","cholesterol. całkowity/Cholesterol lipoprotein niskiej gestosci","Współczynnik masy","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Cholesterol całkowity cholesterol frakcji LDL osocze",""
"16830-2","erytromycyna + etambutol","Wrażliwość mikroorganizmów","Punkt w czasie","Izolat","ilościowo-porządkowy","Minimalne stężenie hamujące","Wrażliwość na antybiotyk, MIC","","","MIC",""
"16933-4","Rdzeń wirusa zapalenia wątroby typu B przeciwciało","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","","MICRO","","","HBV HBV rdzeniowe Ab Obecnosc lub prog p/ciała",""
"19048-8","Erytrocyty jądrzaste/100 leukocytów","Współczynnik","Punkt w czasie","Krew","ilościowy","","Morfologia krwi","","","100 krwinek białych;100 WBC jądrzaste krwinki czerwone; NRBC Krwinki czerwone Stosunek;Proporcja",""
"19072-8","wapń. zjonizowany^^dostosowany do pH 7,4","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Ca++ osocze pH",""
"19148-6","Kwalifikacja do podania immunoglobuliny anty-RhD (tak/nie)/no)","Jednostka umowna","Punkt w czasie","^Pacjent","Porządkowy","","BLDBK","","","kwalifikacja do podania immunoglobuliny anty-RhD (tak/nie) Rh, immunoglobulina",""
"19150-2","akceptowalna próbka na kreatyninę","Jednostka umowna","Punkt w czasie","Mocz","Porządkowy","","Leki lub Toksyny","","","Próbka pobrana na oznaczanie kreatyniny jest dopuszczalna",""
"19152-8","akceptowalna próbka na ciężar właściwy","Jednostka umowna","Punkt w czasie","Mocz","Porządkowy","","Leki lub Toksyny","","","",""
"19153-6","objętość próbki","Objętość","Nieokreślony","Mocz","ilościowy","","Informacja o próbce","","","Niespecyficzny;Nierozpoznany",""
"21006-2","powierzchnia wirusa zapalenia wątroby typu B przeciwciało","Stężenie umowne","Punkt w czasie","Surowica^Dawca","ilościowy","metoda immunochemiczna","MICRO","","","HBsAg HBV p/ciała test immunologiczny; IA Umowne stezenie",""
"21307-4","Glukoza","Wskaźnik masy","10H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"21527-7","Sód","Wskaźnik masy","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","Na",""
"21530-1","objętość próbki","Objętość","10H","Mocz","ilościowy","","Informacja o próbce","","","",""
"2153-5","makrokinaza kreatynowa","Stężenie katalityczne","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","aktywność kinazy kreatynowej; CK kinaza kreatynowa makromolekularna; CK.makro Kreatyna osocze",""
"2155-0","kinaza kreatynowa MM","Stężenie katalityczne","Punkt w czasie","Surowica lub osocze","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","aktywność kinazy kreatynowej; CK izoenzym mięśniowy kinazy kreatynowej; CK.MM Kreatyna osocze",""
"2158-4","całkowita kinaza kreatynowa/Izoenzym MB kinazy kreatynowej","Współczynnik katalityczny","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","aktywność kinazy kreatynowej; CK CKMB izoenzym sercowy kinazy kreatynowej; CK.MB kinaza kreatynowa całkowita; CK.total Kreatyna osocze",""
"25149-6","kryształy fosforanu wapnia","Ilość na powierzchnię","Punkt w czasie","Osad moczu","ilościowy","Mikroskopia świetlna w dużym powiększeniu","Analiza moczu","","","fosforany nieorganiczne Mikroskop świetlny o dużym powiększeniu",""
"25150-4","kryształy siarczanu wapnia","Ilość na powierzchnię","Punkt w czasie","Osad moczu","ilościowy","Mikroskopia świetlna w dużym powiększeniu","Analiza moczu","","","Mikroskop świetlny o dużym powiększeniu",""
"24377-4","agregacja płytek indukowana ADP","obecność lub wartość progowa","Punkt w czasie","Osocze bogatopłytkowe","Porządkowy","","Koagulacja","","","agregacja płytek krwi Obecnosc lub prog Plt aggreg.ADP płytki krwi PRP Wykrzepianie",""
"24381-6","agregacja płytek indukowana arachidonianem","obecność lub wartość progowa","Punkt w czasie","Osocze bogatopłytkowe","Porządkowy","","Koagulacja","","","agregacja płytek krwi Obecnosc lub prog Plt aggreg.AA płytki krwi PRP Wykrzepianie",""
"24383-2","czynnik wewnętrzny przeciwciało","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","metoda immunochemiczna","Serologia nie mikrobiologiczna","","","Czynnik wewnetrzny Castle''a Obecnosc lub prog p/ciała test immunologiczny; IA",""
"24441-8","Fenylopropionyloglicyna/Kreatynina","Współczynnik substancji","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","MCAD",""
"25564-6","bilirubina. glukuronidowana + bilirubina. związana z albuminą","Stężenie substancji","Punkt w czasie","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","Bilirubina Bilirubina bezpośrednia;Bilirubina sprzężona;Bilirubina związana Bilirubina bezpośrednia;Bilirubina sprzężona;Bilirubina związana;Bilirubina trwale połączona z albuminą; Bilirubina trwale połączona z albuminą",""
"2538-7","dehydrogenaza mleczanowa 2","Stężenie katalityczne","Punkt w czasie","Surowica lub osocze","ilościowy","Rozdział chemiczny","Testy nieobciążeniowe chemiczne","","","Dehydrogenaza kwasu mlekowego;LDH;LDH całkowita Dehydrogenaza mleczanowa izoenzym 2 Kwas mlekowy osocze",""
"2539-5","dehydrogenaza mleczanowa 2/Dehydrogenaza mleczanowa","Frakcja katalityczna","Punkt w czasie","Surowica lub osocze","ilościowy","elektroforeza","Testy nieobciążeniowe chemiczne","","","Dehydrogenaza kwasu mlekowego;LDH;LDH całkowita Dehydrogenaza mleczanowa izoenzym 2 Kwas mlekowy LDH osocze",""
"25408-6","Kozieradka (Trigonella foenum-graecum) Klasa RAST IgE","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","","Alergia","","","Immunoglobulina E Klasa RAST immunoglobuliny E Obecnosc lub prog p/ciała",""
"26892-0","blokowanie czynnika wewnętrznego IgG","Stężenie umowne","Punkt w czasie","Surowica","ilościowy","Metoda radioimmunologiczna","Testy nieobciążeniowe chemiczne","","","Czynnik wewnetrzny Castle''a Czynnik wewnetrzny Castle''a blokowanie Immunoglobulina G p/ciała RIA Umowne stezenie",""
"26970-4","siateczka IgG","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","immunofluorecjencja","Serologia nie mikrobiologiczna","","","Immunoglobulina G Obecnosc lub prog p/ciała",""
"26981-1","Fenyloalanina","Stężenie substancji","Punkt w czasie","Płyn owodniowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","Phe",""
"27000-9","Tyroksyna","Stężenie masowe","Punkt w czasie","Ślina","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"27037-1","Wapń/Kreatynina","Współczynnik masy","2H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","2 godziny",""
"2706-0","Tlen","Ciśnienie parcjalne","Punkt w czasie","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","O2",""
"2708-6","wysycenie tlenem","Ułamek masy","Punkt w czasie","Krew tętnicza","ilościowy","","Testy nieobciążeniowe chemiczne","","","O2 SaO2;saturacja krwi tlenem",""
"22328-9","Przeciwciała przeciwko SOD (przeciwciała nieswoiste) w teście HCV-RIBA przeciwciało","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","","MICRO","","","HCV Obecnosc lub prog p/ciała",""
"29639-2","Fosfataza zasadowa","Zawartość katalityczna","Punkt w czasie","Tkanka i rozmazy","ilościowy","","Testy nieobciążeniowe chemiczne","","","Fosfataza alkaliczna;ALP",""
"2964-5","ciężar właściwy","Gęstość względna","Punkt w czasie","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"29760-6","bilirubina. glukuronidowana","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Bilirubina Bilirubina bezpośrednia;Bilirubina sprzężona;Bilirubina związana osocze",""
"29764-8","Żelazo","Stężenie substancji","Punkt w czasie","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"29875-2","mleczan","obecność lub wartość progowa","Punkt w czasie","Mocz","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Kwas mlekowy Obecnosc lub prog",""
"30000-4","Albumina/Kreatynina","Współczynnik","Punkt w czasie","Mocz","ilościowy","Próg wykrywalności <= 20 mg/L","Testy nieobciążeniowe chemiczne","","","Granica wykrywalności &lt;= 20 mg/L Stosunek;Proporcja",""
"30002-0","Kreatynina","Stężenie substancji","Punkt w czasie","Mocz","ilościowy","Test paskowy","Testy nieobciążeniowe chemiczne","","","test paskowy",""
"30003-8","Albumina","Stężenie masowe","24H","Mocz","ilościowy","Próg wykrywalności <= 20 mg/L","Testy nieobciążeniowe chemiczne","","","Granica wykrywalności &lt;= 20 mg/L",""
"30004-6","Kreatynina","Stężenie masowe","Punkt w czasie","Mocz","ilościowy","Test paskowy","Testy nieobciążeniowe chemiczne","","","test paskowy",""
"30086-3","inhibitor Czynnika krzepniecia IX","obecność lub wartość progowa","Punkt w czasie","Osocze ubogopłytkowe","Porządkowy","Test krzepnięcia","Koagulacja","","","Czynnik Christmasa;Czynnik antyhemofilowy B Obecnosc lub prog PPP Wykrzepianie",""
"3196-3","inhibitor Czynnika krzepniecia VII","Stężenie umowne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","Test krzepnięcia","Koagulacja","","","PPP Prokonwertyna;Czynnik trwały;SPCA Umowne stezenie Wykrzepianie",""
"3114-6","Dekarboksylaza uroporfirynogenu","Stężenie katalityczne","Punkt w czasie","Osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","osocze",""
"3148-4","Tlen","Ciśnienie parcjalne","Punkt w czasie","Gaz","ilościowy","","Testy nieobciążeniowe chemiczne","","","O2",""
"3149-2","Tlen","Ciśnienie parcjalne","Punkt w czasie","Wdychany gaz","ilościowy","","Testy nieobciążeniowe chemiczne","","","O2",""
"31584-6","siateczka IgG","Stężenie umowne","Punkt w czasie","Surowica","ilościowy","","Serologia nie mikrobiologiczna","","","Immunoglobulina G p/ciała Umowne stezenie",""
"31585-3","siateczka IgG","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","","Serologia nie mikrobiologiczna","","","Immunoglobulina G Obecnosc lub prog p/ciała",""
"3165-8","objętość próbki","Wskaźnik objętości","72H","Kał","ilościowy","","Informacja o próbce","","","72 godzin stolec",""
"3168-2","objętość próbki","Wskaźnik objętości","24H","Mocz","ilościowy","","Informacja o próbce","","","",""
"31845-1","wirus zapalenia wątroby typu B antygen Hbe antygen","Stężenie umowne","Punkt w czasie","Surowica","ilościowy","","MICRO","","","HBeAg HBV Umowne stezenie",""
"3186-4","aktywowany czynnik krzepnięcia IX","Stężenie umowne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","Test krzepnięcia","Koagulacja","","","Czynnik Christmasa;Czynnik antyhemofilowy B Czynnik IXa;Czynnik Christmasa;Czynnik antyhemofilowy B PPP Umowne stezenie Wykrzepianie",""
"3190-6","Czynnik krzepniecia IX Przeciwciała poziom/przeciwciała norma","Stężenie masowe względne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","metoda immunochemiczna","Koagulacja","","","Czynnik Christmasa;Czynnik antyhemofilowy B PPP test immunologiczny; IA Wykrzepianie",""
"3226-8","aktywność czynnika krzepniecia XI badane/prawidłowe","czas względny","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","Test krzepnięcia","Koagulacja","","","Czynnik przeciwhemofilowy C PPP Wykrzepianie",""
"3227-6","aktywność czynnika krzepniecia XI","Stężenie umowne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","chromogenny","Koagulacja","","","Czynnik przeciwhemofilowy C PPP Umowne stezenie Wykrzepianie",""
"32303-0","bilirubina","Stężenie substancji","Punkt w czasie","XXX","ilościowy","","Testy nieobciążeniowe chemiczne","","","Bilirubina",""
"32308-9","cholesterol","Stężenie substancji","Punkt w czasie","XXX","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"32322-0","Glukoza^5 godz. po 75 g glukozy p.o.","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","300 minut po doustnym podaniu 75 g glukozy GLU osocze",""
"3233-4","aktywność czynnika krzepniecia XII","Stężenie umowne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","chromogenny","Koagulacja","","","Czynnik Hagemanna PPP Umowne stezenie Wykrzepianie",""
"3234-2","Czynnik krzepnięcia XIII antygen","Stężenie umowne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","metoda immunochemiczna","Koagulacja","","","Czynnik Hagemanna PPP test immunologiczny; IA Umowne stezenie Wykrzepianie",""
"3200-3","aktywność czynnika krzepniecia VII badane/prawidłowe","Współczynnik substancji","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","Test krzepnięcia","Koagulacja","","","PPP Prokonwertyna;Czynnik trwały;SPCA Wykrzepianie",""
"32017-6","hemoglobina.inna/Hemoglobina","Ułamek masy","Punkt w czasie","Krew","ilościowy","elektroforeza","Morfologia krwi","","","Hb, HGB Hgb Inne Hb",""
"32018-4","wirus zapalenia wątroby typu A IgG","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","","MICRO","","","HAV Immunoglobulina G Obecnosc lub prog p/ciała",""
"32673-6","kinaza kreatynowa MB","Stężenie katalityczne","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","aktywność kinazy kreatynowej; CK izoenzym sercowy kinazy kreatynowej; CK.MB Kreatyna osocze",""
"32681-9","hemoglobina C/Hemoglobina","Ułamek masy","Punkt w czasie","Krew","ilościowy","elektroforeza","Morfologia krwi","","","Hb, HGB HbC Hgb",""
"2782-1","fosforany","Wskaźnik masy","24H","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","fosforany nieorganiczne",""
"27825-9","związany z płytkami przeciwciało","Stężenie umowne","Punkt w czasie","Krew","Porządkowy","","Serologia nie mikrobiologiczna","","","p/ciała płytki krwi Umowne stezenie związany z płytkami, dotyczący płytek",""
"27975-2","Tyreotropina","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","osocze Tyrotropina",""
"28006-5","hemoglobina F","obecność lub wartość progowa","Punkt w czasie","Wymiociny","Porządkowy","","Morfologia krwi","","","Hb, HGB HbF Obecnosc lub prog",""
"2819-1","Potas","Stężenie substancji","Punkt w czasie","Płyn mózgowo-rdzeniowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","K PMR",""
"2820-9","Potas","Stężenie substancji","Punkt w czasie","Płyn dializacyjny","ilościowy","","Testy nieobciążeniowe chemiczne","","","K",""
"33899-6","Bilirubina zwiazana+Bilirubina wolna","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","Bilirubina Bilirubina bezpośrednia;Bilirubina sprzężona;Bilirubina związana Bilirubina niesprzężona;Bilirubina pośrednia;Bilirubina wolna Bilirubina zwiazana z kwasem glukuronowym;Bilirubina nie zwiazana z kwasem glukuronowym osocze",""
"33025-8","Hemoglobina","Stężenie masowe","Punkt w czasie","Krew pępowinowa żylna","ilościowy","obliczony","Morfologia krwi","","","Hb, HGB",""
"33216-3","bezziarniste płytki krwi","obecność lub wartość progowa","Punkt w czasie","Krew","Porządkowy","Mikroskopia świetlna","Morfologia krwi","","","Obecnosc lub prog Plt płytki bezziarniste",""
"33233-8","kryształy moczanu","obecność lub wartość progowa","Punkt w czasie","Mocz","Porządkowy","Metoda wspomagana komputerowo","Analiza moczu","","","Obecnosc lub prog",""
"33236-1","kryształy bilirubiny","obecność lub wartość progowa","Punkt w czasie","Mocz","Porządkowy","Metoda wspomagana komputerowo","Analiza moczu","","","Bilirubina Obecnosc lub prog",""
"33254-4","pH^^dostosowany do aktualnej temperatury pacjenta","Logarytm stężenia molowego","Punkt w czasie","Krew tętnicza","ilościowy","","Testy nieobciążeniowe chemiczne","","","pH",""
"33352-6","Glukoza/Kreatynina","Współczynnik masy","Punkt w czasie","Mocz","ilościowy","","Testy nieobciążeniowe chemiczne","","","GLU",""
"33403-7","Kwasy tłuszczowe. O bardzo długich łańcuchach C26:0 (Heksakozanian)","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","bardzo długołańcuchowe kwasy tłuszczowe Kwas heksakozanowy (C26:0) osocze",""
"35152-8","Kwasy tłuszczowe. O bardzo długich łańcuchach C26:0 (Heksakozanian)","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","bardzo długołańcuchowe kwasy tłuszczowe Kwas heksakozanowy (C26:0) osocze",""
"35153-6","bardzo długołańcuchowe kwasy tłuszczowe C26:1","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","bardzo długołańcuchowe kwasy tłuszczowe Kwasy tłuszczowe. Bardzo długi łańcuch C26:1 osocze",""
"35177-5","Kwasy tłuszczowe wielonienasycone","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Testy nieobciążeniowe chemiczne","","","osocze",""
"3106-2","urobilinogen","Stężenie masowe","Punkt w czasie","Kał","ilościowy","","Testy nieobciążeniowe chemiczne","","","stolec",""
"31101-9","Kreatynina","Wskaźnik masy","24H","Płyn ustrojowy","ilościowy","","Testy nieobciążeniowe chemiczne","","","",""
"31102-7","białko S badane/prawidłowe","Wzgledne stezenie katalityczne","Punkt w czasie","Osocze ubogopłytkowe","ilościowy","chromogenny","Koagulacja","","","białko PPP Wykrzepianie",""
"3112-0","Uroporfiryna","obecność lub wartość progowa","Punkt w czasie","Mocz","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Obecnosc lub prog",""
"31186-0","płytka krwi IgM","obecność lub wartość progowa","Punkt w czasie","Surowica","Porządkowy","","Serologia nie mikrobiologiczna","","","Immunoglobulina M Obecnosc lub prog p/ciała płytki krwi",""
"39959-2","Kreatynina^30 minut przed podaniem XXX","Stężenie masowe","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","osocze pomiar stężenia analitu/substancji 30 minut przed obciążeniem",""
"39981-6","Kreatynina^30 minut przed podaniem XXX","Stężenie masowe","Punkt w czasie","Mocz","ilościowy","","Obciążenie chemiczne","","","pomiar stężenia analitu/substancji 30 minut przed obciążeniem",""
"40132-3","Kreatynina^30 minut przed podaniem XXX","Stężenie substancji","Punkt w czasie","Mocz","ilościowy","","Obciążenie chemiczne","","","pomiar stężenia analitu/substancji 30 minut przed obciążeniem",""
"40149-7","Glukoza^30 minut przed podaniem XXX","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","GLU osocze pomiar stężenia analitu/substancji 30 minut przed obciążeniem",""
"40277-6","Glukoza^1 godzinę po doustnym podaniu laktozy","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","GLU osocze",""
"40285-9","Glukoza^75 minut po podaniuglukozy","Stężenie substancji","Punkt w czasie","Surowica lub osocze","ilościowy","","Obciążenie chemiczne","","","GLU osocze",""
"38258-0","Całkowita liczba komórek","Ilość","Punkt w czasie","Płyn z jamy opłucnej","ilościowy","","Morfologia krwi","","","Komorki zliczone",""
"38507-0","urobilinogen","Zawartość umowna","Punkt w czasie","Kał","ilościowy","","Testy nieobciążeniowe chemiczne","","","stolec Umowna zawartosc",""
"38875-1","Czas protrombinowy. INR","czas względny","Punkt w czasie","Osocze lub krew ubogopłytkowa","ilościowy","Test krzepnięcia","Koagulacja","","","PPP PPP/krew PT INR PT;wskaźnik Quicka Wykrzepianie",""
"40793-2","Fosfataza zasadowa łozyskowa","obecność lub wartość progowa","Punkt w czasie","Surowica lub osocze","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Fosfataza alkaliczna;ALP Łożyskowa ALP;PLAP Obecnosc lub prog osocze",""
"40796-5","Fosfataza zasadowa. wątrobowa 1","obecność lub wartość progowa","Punkt w czasie","Surowica lub osocze","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Fosfataza alkaliczna;ALP Obecnosc lub prog osocze Wątrobowa ALP;Fosfataza zasadowa izoenzym wątrobowy",""
"40797-3","Fosfataza zasadowa. kostna","obecność lub wartość progowa","Punkt w czasie","Surowica lub osocze","Porządkowy","","Testy nieobciążeniowe chemiczne","","","Fosfataza alkaliczna;ALP Kostna izoforma ALP;Kostna ALP;b-ALP;BAP;BALP Obecnosc lub prog osocze",""
"40549-8","hemoglobina F","Stężenie masowe","Punkt w czasie","Krew","ilościowy","elektroforeza","Morfologia krwi","","","Hb, HGB HbF",""
"40596-9","Protrombina IgM","Stężenie umowne","Punkt w czasie","Surowica lub osocze","ilościowy","","Koagulacja","","","Immunoglobulina M osocze p/ciała Umowne stezenie Wykrzepianie",""
"40615-7","kryształy szczawianu wapnia","Stężenie umowne","Punkt w czasie","Osad moczu","Porządkowy","Mikroskopia świetlna w małym powiększeniu","Analiza moczu","","","Mikroskop świetlny o małym powiększeniu Umowne stezenie",""
