"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"14375-0","","","","","","","","","","PMN Z. r.m./ASZ","Polymorphnukleäre Zellen rel. mikr. /ASZ"
"14376-8","","","","","","","","","","PMN Z. r.m./PG","Polymorphkernige Zellen rel. mikr. /PG"
"14396-6","","","","","","","","","","Harnstoff /PG","Harnstoff /PG"
"14399-0","","","","","","","","","","Kreatinin /PP","Kreatinin /PP"
"14404-8","","","","","","","","","","Phosphat /PP","Phosphat /PP"
"14405-5","","","","","","","","","","Phosphat /ASZ","Phosphat /ASZ"
"14416-2","","","","","","","","","","Calcium /PP","Calcium /PP"
"14417-0","","","","","","","","","","Calcium /ASZ","Calcium /ASZ"
"14421-2","","","","","","","","","","Bilirubin ges. /PP","Bilirubin ges. /PP"
"14422-0","","","","","","","","","","Bilirubin ges. /ASZ","Bilirubin ges. /ASZ"
"14441-0","","","","","","","","","","Cholesterin /ASZ","Cholesterin /ASZ"
"14447-7","","","","","","","","","","Triglyceride /ASZ","Triglyceride /ASZ"
"1445-6","","","","","","","","","","Cortis. bs.(1mgDexa)","Cortisol basal (1mg Dexa)"
"14470-9","","","","","","","","","","Chlam.tr.AG/CX IA ql","Chlamydia trachomatis Antigen /CX IA ql."
"14474-1","","","","","","","","","","Chlam.tr.AG/U IA ql.","Chlamydia trachomatis AG /U IA ql."
"1448-0","","","","","","","","","","Cortis.bs.(2DexaLT)","Cortisol basal (2mg/d Dexa Langtest)"
"1451-4","","","","","","","","","","Cortisol 0m(Ins.t.)","Cortisol 0 min (Insulintest)"
"14556-5","","","","","","","","","","MTB-DNA /SP PCR","M.tuberculosis-DNA /Sputum PCR"
"14557-3","","","","","","","","","","MTB-DNA /BS PCR","M.tuberculosis-DNA /Bronchialsekret PCR"
"14558-1","","","","","","","","","","MTB-DNA /MS PCR","M.tuberculosis-DNA /Magensaft PCR"
"14559-9","","","","","","","","","","MTB-DNA /PP PCR","M.tuberculosis-DNA /Pleurapunktat PCR"
"14560-7","","","","","","","","","","MTB-DNA /U PCR","M.tuberculosis-DNA /Urin PCR"
"14561-5","","","","","","","","","","MTB-DNA /L PCR","M.tuberculosis-DNA /Liquor PCR"
"14563-1","","","","","","","","","","Hämoccult 1 Probe","Hämoccult 1 Probe"
"14564-9","","","","","","","","","","Hämoccult 2 Probe","Hämoccult 2 Probe"
"14565-6","","","","","","","","","","Hämoccult 3 Probe","Hämoccult 3 Probe"
"14566-4","","","","","","","","","","1,25-(OH)2-Vit. D3","1,25-(OH)2-Vitamin D3"
"14569-8","","","","","","","","","","17OH-Progesteron","17-Hydroxy-Progesteron"
"14580-5","","","","","","","","","","Blutgruppe AB0 Neug.","Blutgruppe AB0 Neug."
"14590-4","","","","","","","","","","Vitamin E","Vitamin E"
"14593-8","","","","","","","","","","Aluminium","Aluminium"
"14599-5","","","","","","","","","","Ammo. /Steinanalyse","Ammonium /Steinanalyse"
"14610-0","","","","","","","","","","ANA /PG","ANA /PG"
"14611-8","","","","","","","","","","ANA Interpretation","ANA Interpretation"
"14622-5","","","","","","","","","","Vitamin C","Vitamin C"
"14627-4","","","","","","","","","","Bikarbonat venös","Bikarbonat ven."
"14628-2","","","","","","","","","","Gallensäure","Gallensäure"
"14633-2","","","","","","","","","","C-Peptid","C-Peptid"
"14635-7","","","","","","","","","","Vitamin D3, 25-Hydr.","Vitamin D3, 25-Hydr."
"14636-5","","","","","","","","","","Ca. /Steinanalyse","Calcium /Steinanalyse"
"14637-3","","","","","","","","","","Calcium Urinexkr.","Calcium Urinexkr."
"14638-1","","","","","","","","","","Steinanalyse","Steinanalyse"
"14639-9","","","","","","","","","","Carbamazepin","Carbamazepin"
"14650-6","","","","","","","","","","Citrat Urinexkretion","Citrat Urinexkretion"
"14658-9","","","","","","","","","","Kälteagglutinine Ttr","Kälteagglutinine Ttr"
"14660-5","","","","","","","","","","Farbe /ASZ","Farbe /ASZ"
"14662-1","","","","","","","","","","Farbe /PP","Farbe /PP"
"14664-7","","","","","","","","","","Farbe /PG","Farbe /PG"
"14666-2","","","","","","","","","","Kupfer Urinexkr.","Kupfer Urinexkr."
"14685-2","","","","","","","","","","Vitamin B12","Vitamin B12"
"14688-6","","","","","","","","","","DHEA-S","DHEA-S"
"14698-5","","","","","","","","","","Digoxin","Digoxin"
"14719-9","","","","","","","","","","Ethanol","Ethanol"
"14720-7","","","","","","","","","","Ethosuxomid","Ethosuxomid"
"14722-3","","","","","","","","","","ENA-AK (Screen)","ENA-AK (Screen)"
"14732-2","","","","","","","","","","Folsäure","Folsäure"
"14739-7","","","","","","","","","","Gastrin 2M (ST)","Gastrin 2 Min (Sekretintest)"
"14785-0","","","","","","","","","","Hydroxyprolin /24hU","Hydroxyprolin /24hU"
"14797-5","","","","","","","","","","Beurteilung Fe-Stw.","Beurteilung Eisenstoffwechsel"
"14800-7","","","","","","","","","","Eisenbindungskapaz.","Eisenbindungskapazität"
"14803-1","","","","","","","","","","LDH /KF","LDH /Körperflüssigkeit"
"14804-9","","","","","","","","","","LDH","LDH"
"14806-4","","","","","","","","","","Lactose Dosis","Lactose Dosis"
"14822-1","","","","","","","","","","Lymphozyten r.m./PG","Lymphozyten rel. mikr./PG"
"14836-1","","","","","","","","","","Methotrexat","Methotrexat"
"14844-5","","","","","","","","","","6-MAM ql.","6-Monoacetylmorphin ql."
"1484-5","","","","","","","","","","Gastrin 10M (ST)","Gastrin 10 Min (Sekretintest)"
"14847-8","","","","","","","","","","Neutroph.Gr.rel./PPK","Neutrophile Granulozyten rel. /PPK"
"1485-2","","","","","","","","","","Gastrin 15M (ST)","Gastrin 15 Min (Sekretintest))"
"14858-5","","","","","","","","","","Leukozyten sonst./PP","Leukozyten sonstige /PP"
"14862-7","","","","","","","","","","Oxalsäure Urinexkr.","Oxalsäure Urinexkretion"
"14873-4","","","","","","","","","","pH /BN","pH /BN"
"14874-2","","","","","","","","","","Phenobarbital","Phenobarbital"
"14875-9","","","","","","","","","","Phenylalanin","Phenylalanin"
"14877-5","","","","","","","","","","Phenytoin","Phenytoin"
"14879-1","","","","","","","","","","Phosphat","Phosphat"
"14881-7","","","","","","","","","","Phosphat Urinexkr.","Phosphat Urinexkr."
"1488-6","","","","","","","","","","Gastrin 30M (ST)","Gastrin 30 Min (Sekretintest)"
"14887-4","","","","","","","","","","Primidon","Primidon"
"1489-4","","","","","","","","","","Gastrin 5M (ST)","Gastrin 5 Min (Sekretintest)"
"1490-2","","","","","","","","","","Gastrin basal (ST)","Gastrin basal (Sekretintest)"
"14905-4","","","","","","","","","","Vitamin A","Vitamin A"
"14906-2","","","","","","","","","","Rhesusfaktor /BCO","Rhesusfaktor /BCO"
"14908-8","","","","","","","","","","Rhesusfaktor Neugeb.","Rhesusfaktor Neugeb."
"14909-6","","","","","","","","","","Salizylate","Salizylate"
"14915-3","","","","","","","","","","Theophyllin","Theophyllin"
"14920-3","","","","","","","","","","Freies T4","Freies T4"
"14921-1","","","","","","","","","","T4","T4"
"14928-6","","","","","","","","","","Freies T3","Freies T3"
"14946-8","","","","","","","","","","Valproinsäure","Valproinsäure"
"14949-2","","","","","","","","","","Vasopressin (ADH)","Vasopressin (ADH)"
"14950-0","","","","","","","","","","Viskosität /PG","Viskosität /PG"
"14955-9","","","","","","","","","","Zink","Zink"
"14957-5","","","","","","","","","","Albumin /U","Albumin /U"
"14959-1","","","","","","","","","","Malb./Kreat.-Rto /U","Malb./Kreat.-Rto /U"
"14975-7","","","","","","","","","","HAMA (h.Antimaus-AK)","HAMA (h.Antimaus-AK)"
"1497-7","","","","","","","","","","Glucose 90M (IT)","Glucose 90 Min (Isulintest)"
"14977-3","","","","","","","","","","Fr. Leichtketten U.","Fr. Leichtketten U."
"14979-9","","","","","","","","","","aPTT","aPTT"
"14997-1","","","","","","","","","","TSH 30M (TPT)","TSH 30 min (TRH-PRL Test)"
"14999-7","","","","","","","","","","TSH basal","TSH basal"
"15000-3","","","","","","","","","","TSH basal (TPT)","TSH basal (TRH-PRL Test)"
"15013-6","","","","","","","","","","AP-Knochen rel.","AP-Knochen rel."
"15014-4","","","","","","","","","","AP-intestinal rel.","AP-intestinal rel."
"15015-1","","","","","","","","","","AP-Leber rel.","AP-Leber rel."
"15016-9","","","","","","","","","","AP-Plazenta rel.","AP-Plazenta rel."
"15060-7","","","","","","","","","","NSE","NSE (Neuronenspezifische Enolase)"
"15061-5","","","","","","","","","","Erythropoetin","Erythropoetin"
"15066-4","","","","","","","","","","Freie Fettsäuren","Freie Fettsäuren"
"15067-2","","","","","","","","","","FSH","FSH"
"15069-8","","","","","","","","","","Fructosamin","Fructosamin"
"1507-3","","","","","","","","","","Glucose 1 h","Glucose 1 h"
"15081-3","","","","","","","","","","Prolaktin","Prolaktin"
"15086-2","","","","","","","","","","Oxalsäure /U","Oxalsäure /U"
"15087-0","","","","","","","","","","PTH related peptide","PTH related peptide"
"15104-3","","","","","","","","","","Digitoxin","Digitoxin"
"1510-7","","","","","","","","","","Glucose 60M (IT)","Glucose 60 Min (Isulintest)"
"15121-7","","","","","","","","","","Alpha-Lipopr. rel.","Alpha-Lipopr. rel."
"15122-5","","","","","","","","","","Beta-Lipopr. rel.","Beta-Lipopr. rel."
"15123-3","","","","","","","","","","Präbeta-Lipopr. rel.","Präbeta-Lipopr. rel."
"15148-0","","","","","","","","","","AP /KF","Alkalische Phosphatase /Körperflüssigkeit"
"15150-6","","","","","","","","","","Anisozytose ql.","Anisozytose ql."
"15152-2","","","","","","","","","","Bilirubin, konjug.","Bilirubin, konjug."
"25056-3","","","","","","","","","","Magnetresonanztomographie-Befund","Magnetresonanztomographie-Befund"
"49118-3","","","","","","","","","","Nuklearmedizinischer Befund","Nuklearmedizinischer Befund"
"42148-7","","","","","","","","","","Echokardiographie-Befund","Echokardiographie-Befund"
"82986-1","","","","","","","","","","CASPR2-AK ql. /L","CASPR2-AK ql. /L"
"82987-9","","","","","","","","","","AMPAR2-AK IgG ql. /L","AMPAR2-AK IgG ql. /L"
"82988-7","","","","","","","","","","NMDAR-AK IgG ql. /L","NMDAR-AK IgG ql. /L"
"8302-2","","","","","","","","","","Körpergröße","Körpergröße"
"8310-5","","","","","","","","","","Körpertemperatur","Körpertemperatur"
"84873-9","","","","","","","","","","MOG-IgG AK ql. IF","MOG-IgG AK ql. IF"
"84925-7","","","","","","","","","","PCA-2 AK ql.","PCA-2 AK ql."
"85100-6","","","","","","","","","","FLT3 Genmutation /KM","FLT3 Genmutation /KM"
"8665-2","","","","","","","","","","Menses Startdatum","Startdatum der letzten Menses"
"88054-2","","","","","","","","","","LBP","Lipopolysaccharid binding Protein (LBP)"
"88055-9","","","","","","","","","","ELF-Score","ELF-Score (Enhanced Liver Fibrosis Score)"
"882-1","","","","","","","","","","Blutgruppe AB0 + Rh","Blutgruppe AB0 + Rh"
"883-9","","","","","","","","","","Blutgruppe AB0","Blutgruppe AB0"
"888-8","","","","","","","","","","Blutgruppen AK-Diff.","Blutgruppen AK-Diff."
"890-4","","","","","","","","","","Blutgr. AK-Screen","Blutgr. AK-Screen"
"906-8","","","","","","","","","","Blutgruppen AG-Best.","Blutgruppen AG-Best."
"7691-9","","","","","","","","","","Muscheln IgE","IgE f338 Muscheln"
"7709-9","","","","","","","","","","IgE f337 Scholle","IgE f337 Scholle"
"77138-6","","","","","","","","","","Chlorid /S,P,B","Chlorid /S,P,B"
"77139-4","","","","","","","","","","Natrium /S /P /B","Natrium /S /P /B"
"77142-8","","","","","","","","","","Kalium /S,P,B","Kalium /S,P,B"
"771-6","","","","","","","","","","Normoblasten abs.","Normoblasten (NRBC) abs."
"77174-1","","","","","","","","","","CALR Exon 9 Mut.","Calreticulin Exon 9 Mutationsanalyse"
"772-4","","","","","","","","","","Normobl.(NRBC)ab.mi.","Normobl.(NRBC)ab.mi."
"7726-3","","","","","","","","","","IgE w204 Sonnenblume","IgE w204 Sonnenblume"
"7728-9","","","","","","","","","","IgE f312","IgE f312 Schwertfisch"
"77307-7","","","","","","","","","","Blei /BV","Blei /BV"
"7731-3","","","","","","","","","","IgE f302 Mandarine","IgE f302 Mandarine"
"7737-0","","","","","","","","","","Thymian IgE","IgE f273 Thymian"
"77373-9","","","","","","","","","","Lathosterol","Lathosterol"
"774-0","","","","","","","","","","Ovalozyten","Ovalozyten ql. mikr."
"7743-8","","","","","","","","","","IgE f298 Tragant","IgE f298 Tragant (Lebensmittel-Additiv)"
"74838-4","","","","","","","","","","CD34+ abs. /SM","Stammzellen (CD34+) abs. /SM"
"748-4","","","","","","","","","","Myelozyten abs. mi.","Myelozyten abs. mi."
"74859-0","","","","","","","","","","Ethanol rel.","Ethanol rel."
"74862-4","","","","","","","","","","IgG kappa","IgG kappa"
"74863-2","","","","","","","","","","IgG lambda","IgG lambda"
"74864-0","","","","","","","","","","IgA kappa","IgA kappa"
"74865-7","","","","","","","","","","IgA lambda","IgA lambda"
"74866-5","","","","","","","","","","IgM kappa","IgM kappa"
"74867-3","","","","","","","","","","IgM lambda","IgM lambda"
"74868-1","","","","","","","","","","IgG kappa/lambda Rto","IgG kappa/lambda Rto"
"74869-9","","","","","","","","","","IgA kappa/lambda Rto","IgA kappa/lambda Rto"
"74870-7","","","","","","","","","","IgM kappa/lambda Rto","IgM kappa/lambda Rto"
"74871-5","","","","","","","","","","Rivaroxaban qn.","Rivaroxaban-Spiegel (aFXa)"
"74897-0","","","","","","","","","","Lithocholsäure","Lithocholsäure"
"74898-8","","","","","","","","","","Lanosterol","Lanosterol"
"74905-1","","","","","","","","","","Desmosterol","Desmosterol"
"74917-6","","","","","","","","","","CXCL13 /L","CXCL13 /L"
"749-2","","","","","","","","","","Myelozyten rel. mi.","Myelozyten rel. mi."
"7492-2","","","","","","","","","","sx1 Inhalationsall.","sx1 Inhalationsallergene Mix"
"71696-9","","","","","","","","","","Granulozyten /KF","Granulozyten /Körperflüssigkeit"
"71697-7","","","","","","","","","","Mononuk.Zell.rel./KF","Mononuk.Zell.rel./KF"
"71698-5","","","","","","","","","","Polymorphk. Z.a. /KF","Polymorphkernige Zellen abs. /Körperflüssigkeit"
"7171-2","","","","","","","","","","IgE e201","IgE e201 Kanarienvogelfedern"
"71719-9","","","","","","","","","","MA-C-DNA ql. /SM PCR","M.avium-Komplex-DNA ql. /SM PCR"
"7172-0","","","","","","","","","","IgG m5","IgG m5 Candida albicans"
"71774-4","","","","","","","","","","TBN-induz. IFN-G LWK","Tuberkulin-induziertes IFN-G Leerwert-korr. /B"
"71776-9","","","","","","","","","","TBN-induz. IFN-G LW","Tuberkulin-induziertes IFN-G Leerwert /B"
"7178-7","","","","","","","","","","Kümmel IgE","IgE f265 Kümmel"
"71792-6","","","","","","","","","","Prokollagen Typ 3 NP","Prokollagen Typ 3 NP"
"71793-4","","","","","","","","","","Trep.pall.-AK Ti.","Treponema pallidum AK Ti."
"7179-5","","","","","","","","","","IgE f296","IgE f296 Johannisbrot"
"71835-3","","","","","","","","","","O2 inhaliert","O2 inhaliert"
"718-7","","","","","","","","","","Hämoglobin","Hämoglobin"
"8015-0","","","","","","","","","","Rötelnv.-AK IgM qn.","Rötelnv. AK IgM qn."
"80186-0","","","","","","","","","","JAK2 Exon 12 Mut./KM","JAK2 Exon 12 Mutationsanalyse /KM"
"802-9","","","","","","","","","","Kugelzellen ql. mi.","Kugelzellen ql. mi."
"803-7","","","","","","","","","","Toxische Gran.ql.mi.","Toxische Gran.ql.mi."
"8040-8","","","","","","","","","","Toxoplasma G. IgM AK","Toxoplasma G. IgM AK"
"8041-6","","","","","","","","","","TPHA","Trep. pall. TPHA"
"80426-0","","","","","","","","","","HDV-RNA PCR qn.","HDV RNA PCR qn."
"804-5","","","","","","","","","","Leukozyten man. Z.","Leukozyten manuelle Zählung"
"8045-7","","","","","","","","","","Trypanosoma cruzi AK","Trypanosoma cruzi AK"
"8047-3","","","","","","","","","","VZV-AK IgG qn.","Varizella Zoster AK IgG qn."
"8048-1","","","","","","","","","","VZV-AK IgM qn.","Varizella Zoster AK IgM qn."
"8049-9","","","","","","","","","","VZV-DNA ql. PCR","Varizella-Zoster-Virus-DNA ql. PCR"
"80547-3","","","","","","","","","","Rilpivirin","Rilpivirin"
"806-0","","","","","","","","","","Zellzahl (Leuk) m./L","Zellzahl (Leuko) mikr. /L"
"8062-2","","","","","","","","","","Cardiolipin-AK","Cardiolipin-AK"
"8063-0","","","","","","","","","","Cardiolipin-AK IgA","Cardiolipin-AK IgA"
"8065-5","","","","","","","","","","Cardiolipin-AK IgG","Cardiolipin-AK IgG"
"69927-2","","","","","","","","","","FSME-V.-AK IgG ql./L","FSME-Virus-AK IgG ql. /L"
"69928-0","","","","","","","","","","FSME-V. IgG AK-Ind.","FSME-Virus IgG AK-Index"
"69930-6","","","","","","","","","","VZV-AK IgM ql. /L","Varizella-Zoster-Virus-AK IgM ql. /L"
"69946-2","","","","","","","","","","T.p.-AK IgM ql IB /L","Trep.pall.-AK IgM ql. IB /L"
"69950-4","","","","","","","","","","Hämoglobin /PPK","Hämoglobin /PPK"
"69959-5","","","","","","","","","","tx5 IgE","IgE tx5 Bäume"
"69961-1","","","","","","","","","","HEV-RNA PCR qn.","HEV RNA PCR qn."
"69963-7","","","","","","","","","","BCR-ABL t(9,22) R/KM","BCR-ABL Translokation (9,22) Ratio /KM"
"70022-9","","","","","","","","","","Cand.alb.DNA ql./B P","Candida albicans DNA ql. /B PCR"
"70036-9","","","","","","","","","","PMN Z. rel. /PPK","Polymorphnukleäre Zellen rel. /PPK"
"70037-7","","","","","","","","","","Mononukl. Z rel./PPK","Mononukleäre Zellen rel. /PPK"
"6822-1","","","","","","","","","","ANA Titer IF /PG","ANA Titer IF /PG"
"6823-9","","","","","","","","","","Rheumafaktor /PG","Rheumafaktor /PG"
"6825-4","","","","","","","","","","Kristalle /SM","Kristalle /SM"
"6829-6","","","","","","","","","","Amoxicilloyl IgE","IgE c6 Amoxicilloyl"
"6830-4","","","","","","","","","","IgE m207 Aspergillus","IgE m207 Aspergillus niger"
"6831-2","","","","","","","","","","IgE f315 Grüne","IgE f315 Grüne Bohne"
"6833-8","","","","","","","","","","Katzenschuppen IgE","IgE e1 Katzenschuppen"
"6835-3","","","","","","","","","","IgE f291 Karfiol","IgE f291 Karfiol"
"6836-1","","","","","","","","","","IgE e219","IgE e219 Hühnerserumprotein"
"68368-0","","","","","","","","","","Zellzahl (Leuko) /D","Zellzahl (Leuko) /D"
"6837-9","","","","","","","","","","IgE Rf220 Zimt","IgE Rf220 Zimt"
"68385-4","","","","","","","","","","GBM-AK qual.","GBM-AK ql."
"68387-0","","","","","","","","","","LDH /PD","LDH /PD"
"68399-5","","","","","","","","","","Eosinophile abs./ASZ","Eosinophile Granulozyten abs. /ASZ"
"68405-0","","","","","","","","","","Lymphozyten abs. /PP","Lymphozyten abs. /PP"
"65779-1","","","","","","","","","","Olivenb.P.Ole7 IgE","IgE t227 Olivenkomponente, LTP (nOle e7)"
"65780-9","","","","","","","","","","Olivenb.P.Ole9 IgE","IgE Olivenb.P.Ole9"
"65781-7","","","","","","","","","","Ahornbl.Plat.Pl2 IgE","IgE Ahornbl.Plat.Pl2"
"65782-5","","","","","","","","","","BeifbTraubenk.A1 IgE","IgE w230 Ambrosienkomponente (nAmb a1)"
"65783-3","","","","","","","","","","Gem.Beifuß Artv3 IgE","IgE w233 Beifußkomponente, LTP (nArt v3)"
"65784-1","","","","","","","","","","Salzkraut Salk1 IgE","IgE w232 Salzkrautkomponente (nSal k1)"
"65785-8","","","","","","","","","","Hühnerei Gad5 IgE","IgE Hühnerei Gad5"
"65786-6","","","","","","","","","","Shrimp nPenm2 IgE","IgE Shrimp nPenm2"
"65787-4","","","","","","","","","","Shrimp nPenm4 IgE","IgE Shrimp nPenm4"
"65788-2","","","","","","","","","","Pferd nEquc3 IgE","IgE Pferd nEquc3"
"65789-0","","","","","","","","","","Maus nMus m 1 IgE","IgE Maus nMus m 1"
"65790-8","","","","","","","","","","Hausstaubm.Derf1 IgE","IgE Hausstaubm.Derf1"
"65791-6","","","","","","","","","","Honigbiene Apim4 IgE","IgE Honigbiene Apim4"
"65792-4","","","","","","","","","","Meerrettich ArHR IgE","IgE Meerrettich ArHR"
"65793-2","","","","","","","","","","D.Küchensch.Blg7 IgE","IgE D.Küchensch.Blg7"
"65794-0","","","","","","","","","","Shrimp nPenm1 IgE","IgE Shrimp nPenm1"
"72872-5","","","","","","","","","","MCM6-Genotypiserung","MCM6-Genotypiserung (Laktoseintoleranz)"
"72887-3","","","","","","","","","","MRSA SCCm. ql./N PCR","MRSA (SCCmec) ql. /N PCR"
"7291-8","","","","","","","","","","IgE f245 Ei","IgE f245 Ei"
"7296-7","","","","","","","","","","IgE f262","IgE f262 Aubergine/Melanzani"
"7310-6","","","","","","","","","","IgE t207","IgE t207 Douglastanne"
"7312-2","","","","","","","","","","IgE f333 Leinsamen","IgE f333 Leinsamen"
"732-8","","","","","","","","","","Lymphozyten abs. mi.","Lymphozyten abs. mi."
"7332-0","","","","","","","","","","IgE c74 Gelatine","IgE c74 Gelatine"
"7334-6","","","","","","","","","","IgE e209","IgE e209 Gerbil/Wüstenspringmaus"
"7335-3","","","","","","","","","","Ingwer IgE","IgE f270 Ingwer"
"733-6","","","","","","","","","","Atyp.Lymphoz.ql.mi.","Atyp.Lymphoz.ql.mi."
"7340-3","","","","","","","","","","IgE f300 Ziegenmilch","IgE f300 Ziegenmilch"
"734-4","","","","","","","","","","Atyp.Lymphoz.abs.mi.","Atyp.Lymphoz.abs.mi."
"735-1","","","","","","","","","","Atyp.Lymphoz.rel.mi.","Atyp.Lymphoz.rel.mi."
"73578-7","","","","","","","","","","Anionenlücke 4P ven.","Anionenlücke 4P ven."
"73581-1","","","","","","","","","","Anionenlücke 4P art.","Anionenlücke 4P art."
"73582-9","","","","","","","","","","Anionenlücke 4P /B","Anionenlücke 4P /B"
"7369-2","","","","","","","","","","Lolch(Wei.gr.) P.IgE","IgE g5 Lolch (Weidelgras)"
"15154-8","","","","","","","","","","Blasten ql.","Blasten ql."
"15179-5","","","","","","","","","","D-Dimer ql./B","D-Dimer ql./B"
"1518-0","","","","","","","","","","Glucose 2 h","Glucose 2 h"
"15180-3","","","","","","","","","","Hypochromasie ql.","Hypochromasie ql."
"15181-1","","","","","","","","","","IgA /SM","IgA /SM"
"15183-7","","","","","","","","","","IgG /SM","IgG /SM"
"15185-2","","","","","","","","","","IgM /SM","IgM /SM"
"15189-4","","","","","","","","","","Kappa/Lambda-Ratio","Kappa/Lambda-Ratio"
"15192-8","","","","","","","","","","Atyp.Lymphoz. ql.","Atyp.Lymphoz. ql."
"15198-5","","","","","","","","","","Megalozyten ql.","Megalozyten ql."
"15199-3","","","","","","","","","","Mikrozyten ql.","Mikrozyten ql."
"15200-9","","","","","","","","","","Osmolalität /SM","Osmolalität /SM"
"15202-5","","","","","","","","","","Kalium /ST","Kalium /ST"
"15205-8","","","","","","","","","","Rheumafaktor neph.","Rheumafaktor nephelometrisch"
"1520-6","","","","","","","","","","Glucose 120 min /U","Glucose 120 min /Urin"
"15207-4","","","","","","","","","","Natrium /ST","Natrium /ST"
"15212-4","","","","","","","","","","Lipase /SM","Lipase /SM"
"15213-2","","","","","","","","","","Tiermix 2 (EX2)","IgE ex2 Tiere"
"15214-0","","","","","","","","","","IgE ex70 Tiere","IgE ex70 Tiere"
"15215-7","","","","","","","","","","Federnmix EAM71","IgE ex71 Federnmix (Gans, Huhn, Ente, Truthahn)"
"15216-5","","","","","","","","","","Federnmix EX72","IgE Federnmix EX72"
"15217-3","","","","","","","","","","Nüssemix NMM1","IgE fx1 Nüsse"
"15218-1","","","","","","","","","","Meeresfrüchte NMM2","IgE fx2 Meeresfrüchte"
"15219-9","","","","","","","","","","Getreidemix NMM3","IgE fx3 Getreide"
"15224-9","","","","","","","","","","Gewürzmix (NMM71)","IgE fx71 Gewürze"
"15225-6","","","","","","","","","","Gewürzmix (NMM72)","IgE fx72 Gewürze"
"15227-2","","","","","","","","","","IgE fx74 Fischmix","IgE fx74 Fischmix"
"15228-0","","","","","","","","","","IgE gx4 Gräser","IgE gx4 Gräser"
"15229-8","","","","","","","","","","IgE gx3 Gräser","IgE gx3 Gräser"
"15234-8","","","","","","","","","","Schimmelpilzmix qn.","IgE mx2 Schimmelpilze"
"15235-5","","","","","","","","","","IgE PAX1","IgE PAX1 Tierepithelien und -federn"
"15236-3","","","","","","","","","","IgE PAX2 Milben","IgE PAX2 Milben und Insekten"
"15237-1","","","","","","","","","","IgE PAX3 Pollen","IgE PAX3 Pollen und Schimmelpilze"
"15238-9","","","","","","","","","","IgE PAX4","IgE PAX4 Nahrungsmittelerzeugungsindustrie"
"15239-7","","","","","","","","","","Chemikalienmix ql.","IgE PAX5 Chemikalien"
"15240-5","","","","","","","","","","IgE PAX6","IgE PAX6 Desinfektionsmittel"
"62849-5","","","","","","","","","","Venlafaxin/OD-Venl.","Venlafaxin/Norvenlafaxin"
"6285-1","","","","","","","","","","Salweide P. IgE","IgE t12 Salweide"
"6286-9","","","","","","","","","","IgE w5 Wermut","IgE w5 Wermut"
"6287-7","","","","","","","","","","Hefe IgE","IgE f45 Hefe"
"6288-5","","","","","","","","","","Gelbwespe IgE","IgE i5 Gelbwespe"
"62947-7","","","","","","","","","","MPL-Gen(W515L,W515K)","MPL-Gen (W515L, W515K)"
"6298-4","","","","","","","","","","Kalium/B","Kalium/B"
"6300-8","","","","","","","","","","Glucose /FW","Glucose /FW"
"6301-6","","","","","","","","","","INR","INR"
"6303-2","","","","","","","","","","dRVVT","dRVVT"
"630-4","","","","","","","","","","Urinkultur","Urinkultur"
"6304-0","","","","","","","","","","Wellensittichkot IgE","IgE e77 Wellensittichkot"
"63075-6","","","","","","","","","","IgG d2","IgG d2 Dermatophagoides farinae"
"63197-8","","","","","","","","","","wx5 IgE","IgE wx5 Kräuter"
"63216-6","","","","","","","","","","CV2-AK ql. IF /L","CV2-AK ql. IF /L"
"63287-7","","","","","","","","","","Myelin AK ql. /L","Myelin AK ql. /L"
"55363-6","","","","","","","","","","Argatroban(aFIIa Ak)","Argatroban (aFIIa Akt.)"
"55465-9","","","","","","","","","","INFA-RNA 09 ql/SM PC","Influenza-A-H1N1-RNA 2009 ql. /SM PCR"
"555-3","","","","","","","","","","Candidakultur /SM","Candidakultur /SM"
"55554-0","","","","","","","","","","Mirtazapin","Mirtazapin"
"55576-3","","","","","","","","","","Quetiapin","Quetiapin"
"55774-4","","","","","","","","","","DCT C3d-spez.","DCT C3d-spez."
"55775-1","","","","","","","","","","DCT IgA-spez.","DCT IgA-spez."
"55776-9","","","","","","","","","","DCT IgG-spez.","DCT IgG-spez."
"55777-7","","","","","","","","","","DCT IgM-spez.","DCT IgM-spez."
"55782-7","","","","","","","","","","Hämoglobin /B","Hämoglobin /B"
"55805-6","","","","","","","","","","Cyclosporin A LCMMS","Cyclosporin A LC-MS/MS"
"55819-7","","","","","","","","","","Adiponectin HMW","Adiponectin HMW"
"55827-0","","","","","","","","","","Alpha-Glucosidase/BT","Alpha-Glucosidase /BT"
"55836-1","","","","","","","","","","Chitotriosidase/BT","Chitotriosidase /BT"
"55865-0","","","","","","","","","","GLKS /U","Glykolsäure /U"
"55908-8","","","","","","","","","","Alpha-Galaktosid./BT","Alpha-Galaktosidase /BT"
"55909-6","","","","","","","","","","Alpha-Iduronidase/BT","Alpha-Iduronidase /BT"
"15241-3","","","","","","","","","","IgE fx10","IgE fx10 Nahrungsmittelmix"
"15242-1","","","","","","","","","","IgE fx11","IgE fx11 Nahrungsmittel"
