"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","SHORTNAME","LONG_COMMON_NAME","RELATEDNAMES2","LinguisticVariantDisplayName"
"2472-9","Імуноглобулін M","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Імуноглобулін M СирПл-МасКонц","Імуноглобулін M [Маса/об'єм] в сироватці чи плазмі","","Імуноглобулін M [Маса/об'єм]"
"15069-8","Фруктозамін","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Фруктозамін СирПл-МолКонц","Фруктозамін [Молі/об'єм] в сироватці чи плазмі","","Фруктозамін [Молі/об'єм]"
"2483-6","Протеїн 3, зв'язуючий інсуліноподібний фактор росту","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Протеїн 3, зв'язуючий ІФР СирПл-МасКонц","Протеїн 3, зв'язуючий інсуліноподібний фактор росту [Маса/об'єм] в сироватці чи плазмі","","Протеїн 3, зв'язуючий інсуліноподібний фактор росту [Маса/об'єм]"
"2484-4","Інсуліноподібний фактор росту І","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","ІФР І СирПл-МасКонц","Інсуліноподібний фактор росту І [Маса/об'єм] в сироватці чи плазмі","","Інсуліноподібний фактор росту І [Маса/об'єм]"
"2518-9","Лактат","Молярна Концентрація","МоментЧасу","Кров Артеріальна","Кількісно","","Хімія","Лактат КрвА-МолКонц","Лактат [Молі/об'єм] в артеріальній крові","","Лактат (КрвА) [Молі/об'єм]"
"25386-4","Креатинін","Молярна Концентрація","МоментЧасу","Рідини Тіла","Кількісно","","Хімія","Креатинін Рід-МолКонц","Креатинін [Молі/об'єм] в рідинах тіла","","Креатинін (РідТіл) [Молі/об'єм]"
"25428-4","Глюкоза","Наявність або Поріг","МоментЧасу","Сеча","Порядково","Тест-смужка","Аналіз Сечі","Глюкоза Сеч Якісн Смуж","Глюкоза [Наявність] в сечі Тест-смужкою","","Глюкоза Тест-смужка Якісно (Сеча)"
"26043-0","HLA-B27","Наявність або Поріг","МоментЧасу","Кров/Тканини","Порядково","Зонд-детекція. цільова аміпліфікація НК","HLA","HLA-B27 Якісн АНК+зонд","HLA-B27 [Наявність] методом Ампліфікації НК та детекцією з використанням зондів","","HLA-B27 АНК+зонд Якісно (Крв/Ткан)"
"2639-3","Міоглобін","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Міоглобін СирПл-МасКонц","Міоглобін [Маса/об'єм] в сироватці чи плазмі","","Міоглобін [Маса/об'єм]"
"2640-1","Міоглобін","Наявність або Поріг","МоментЧасу","Сеча","Порядково","","Хімія","Міоглобін Сеч Якісн","Міоглобін [Наявність] в сечі","","Міоглобін Якісн (Сеч)"
"26446-5","Бласти/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Бласти/лейк ЧисФракц Крв","Бласти/100 лейкоцитів в Крові","","Бласти/100 лейк (Крв)"
"26484-6","Моноцити","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Моноцити # Крв","Моноцити [кількість/об'єм] в Крові","","Моноцити (Крв) [#/об'єм]"
"26485-3","Моноцити/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Моноцити/лейк ЧисФракц Крв","Моноцити/100 лейкоцитів в Крові","","Моноцити/100 лейк (Крв)"
"26508-2","Нейтрофіли. паличкоядерна форма/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Нейтрофіли Палички/лейк ЧисФракц Крв","Паличкоядерні нейтрофіли/100 лейкоцитів в Крові","","Паличкоядерні нейтрофіли/100 лейк (Крв)"
"26524-9","Промієлоцити/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Промієлоцити/лейк ЧисФракц Крв","Промієлоцити/100 лейкоцитів в Крові","","Промієлоцити/100 лейк (Крв)"
"2756-5","pH","Log Концентрація речовини","МоментЧасу","Сеча","Кількісно","","Хімія","pH Сеч","pH в сечі","","pH (Сеч)"
"27818-4","Протеїн С фактичний/нормальний","Відносна Каталітична Концентрація","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Хромогенний метод","Коагулометрія","Протеїн С Факт/Норма БТП Хром","Протеїн С фактичний/нормальний в Бідній тромбоцитами плазмі Хромогенним методом","","Протеїн С фактичний/нормальний Хромогенним методом (БТП) [відносна каталітична активність/об'єм]"
"27822-6","Протеїн S фактичний/нормальний","Відносний Час","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Коагулометрія","Коагулометрія","Протеїн S Факт/Норма БТП","Протеїн S фактичний/нормальний в Бідній тромбоцитами плазмі Коагулометрія","","Протеїн S фактичний/нормальний Коаг (БТП) [Відносний Час]"
"28541-1","Метамієлоцити/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Метамієлоцити/лейк ЧисФракц Крв","Метамієлоцити/100 лейкоцитів в Крові","","Метамієлоцити/100 лейк (Крв)"
"27811-9","Антитромбін фактичний/нормальний","Відносна Каталітична Концентрація","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Хромогенний метод","Коагулометрія","Антитромбін ІІІ Факт/Норма БТП Хром","Антитромбін фактичний/нормальний в Бідній тромбоцитами плазмі Хромогенним методом","","Антитромбін фактичний/нормальний Хромогенним методом (БТП) [відносна каталітична активність/об'єм]"
"27823-4","Протеїн S Антиген фактичний/нормальний","Відносна масова концентрація","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Імуноаналіз","Коагулометрія","Протеїн S Аг Факт/Норма БТП ІА","Протеїн S Антиген фактичний/нормальний в Бідній тромбоцитами плазмі методом Імуноаналізу","","Протеїн S Антиген фактичний/нормальний ІА (БТП) [відносна мас конц]"
"27948-9","Вірус простого герпесу 1+2, Антитіла.IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ВПГ1+2 IgG Сир ІА-ДовКонц","Вірус простого герпесу 1+2 Антитіла IgG [Одиниці/об'єм] в сироватці методом імуноаналізу","","ВПГ 1+2 IgG ІА Кільк (Сир)"
"28008-1","Цитомегаловірус ДНК","Наявність або Поріг","МоментЧасу","Кров","Порядково","Зонд-детекція. підсилення сигналу","Мікробіологія","ЦМВ ДНК Крв Якіс Зонд+підсилсигн","Цитомегаловірус ДНК [Наявність] в Крові методом підсилення сигналу та детекцією з використанням Зонду","","ЦМВ ДНК Зонд+підсилсигн Якісно (Крв)"
"2857-1","Простат-специфічний антиген","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","ПСА СирПл-МасКонц","Простат-специфічний антиген [Маса/об'єм] в сироватці чи плазмі","","Простат-специфічний антиген [маса/об'єм]"
"29641-8","Цитоплазма нейтрофілів, Антитіла.нетипова","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Імунофлуоресценція","Серологія","Нетип. ANCA Сиров Якісн ІФ","Цитоплазма нейтрофілів нетипова, Антитіла [Наявність] в сироватці методом Імунофлюоресценції","","Цитоплазма нейтрофілів Ат нетипові ІФ Якісн (Сиров)"
"2965-2","Питома вага","Відносна Густина","МоментЧасу","Сеча","Кількісно","","Хімія","ПВ Сеч","Питома вага сечі","","Питома вага (Сеч) [Відносна густина]"
"29767-1","Білірубін","Молярна Концентрація","МоментЧасу","Рідини Тіла","Кількісно","","Хімія","Білірубін РідТіл-МолКонц","Білірубін загальний [Молі/об'єм] в рідинах тіла","","Білірубін (РідТіл) [Молі/об'єм]"
"14761-1","Глюкоза^2 год після прийому їжі","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Челендж-Тести","Глюкоза 2год після Їжі СирПл-МолКонц","Глюкоза [Молі/об'єм] в Сироватці або Плазмі --2 години після прийому їжі","","Глюкоза 2 год після прийому їжі [Молі/об'єм]"
"14796-7","Інсулін","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Інсулін СирПл-МолКонц","Інсулін [Молі/об'єм] в сироватці чи плазмі","","Інсулін [Молі/об'єм]"
"14798-3","Залізо","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Залізо СирПл-МолКонц","Залізо [Молі/об'єм] в сироватці чи плазмі","","Залізо [Молі/об'єм]"
"14914-6","Тестостерон.вільний","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Тест вільн СирПл-МолКонц","Тестостерон вільний [Молі/об'єм] в сироватці чи плазмі","","Тестостерон вільний [Молі/об'єм]"
"14921-1","Тироксин","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Т4 СирПл-МолКонц","Тироксин (Т4) [Молі/об'єм] в сироватці чи плазмі","","Т4 [Молі/об'єм]"
"14957-5","Альбумін","Масова Концентрація","МоментЧасу","Сеча","Кількісно","Межа визначення <=20 мг/л","Хімія","Мікроальбумін Сеч-МасКонц","Мікроальбумін [Маса/об'єм] в сечі","","Альбумін Межа визначення <= 20 мг/л (Сеч) [Маса/об'єм]"
"15050-8","Креатинін","Молярна Концентрація","МоментЧасу","Амніотична рідина","Кількісно","","Хімія","Креатинін Амн-МолКонц","Креатинін [Молі/об'єм] в амніотичній рідині","","Креатинін (Амніотична рідина) [Молі/об'єм]"
"15067-2","Фолікулостимулюючий гормон","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","ФСГ СирПл-ДовКонц","Фолікулостимулюючий гормон [Одиниці/об'єм] в сироватці чи плазмі","","Фолікулостимулюючий гормон Кільк"
"15180-3","Гіпохромія","Наявність або Поріг","МоментЧасу","Кров","Порядково","Автоматизований підрахунок","Гематологія/Підрахунок клітин","Гіпохромія Крв Якіс Авто","Гіпохромія [Наяність] в Крові Автоматизований підрахунок","","Гіпохромія Авто Якісно (Крв)"
"27071-0","Клітини.CD45","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Клітинні Маркери","CD45 Клітини # Крв","CD45 (Лімфоцити) клітини [кількість/об'єм] в Крові","","CD45 (Лімфоцити) клітини (Крв) [кількість/об'єм]"
"2823-3","Калій","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Калій СирПл-МолКонц","Калій [Молі/об'єм] в сироватці чи плазмі","","Калій [Молі/об'єм]"
"2842-3","Пролактин","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Пролактин СирПл-МасКонц","Пролактин [Маса/об'єм] в сироватці чи плазмі","","Пролактин [Маса/об'єм]"
"2951-2","Натрій","Молярна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Натрій СирПл-МолКонц","Натрій [Молі/об'єм] в сироватці чи плазмі","","Натрій [Молі/об'єм]"
"29541-0","ВІЛ 1 РНК","Log Чисельна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","ВІЛ 1 РНК СирПл АНК+зонд-Log#","ВІЛ 1 РНК [Log кількість/об'єм] (вірусне навантаження) в Сироватці або Плазмі методом Ампліфікації НК та детекцією з використанням зонду","","ВІЛ 1 РНК Ампліфікація НК+зонд [Log #/об'єм]"
"2955-3","Натрій","Молярна Концентрація","МоментЧасу","Сеча","Кількісно","","Хімія","Натрій Сеч-МолКонц","Натрій [Молі/об'єм] в сечі","","Натрій (Сеч) [Молі/об'єм]"
"29660-8","Парвовірус B19, Антитіла.IgG","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","Імуноаналіз","Мікробіологія","B19V IgG Сир Якісн ІА","Парвовірус B19 Антитіла IgG [Наявність] в сироватці методом імуноаналізу","","Парвовірус B19 IgG ІА Якісн (Сир)"
"29675-6","Парвовірус B19, Антитіла.IgG","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","","Мікробіологія","B19V IgG Сир Якісн","Парвовірус B19 Антитіла IgG [Наявність] в сироватці","","Парвовірус B19 IgG Якісн (Сир)"
"29891-9","Вуглекислий газ^після дози сечовини","Наявність або Поріг","МоментЧасу","Видихуване повітря","Порядково","","Мікробіологія","Уреаз Дихальний Тест Якісно","Helicobacter pylori [Наявність] в Шлунку методом Уреазного дихального тесту","","CO2 піля дози сечовини Якісно (видихуване повітря)"
"30089-7","Епітелій. перехідний","Кількість на поле","МоментЧасу","Осад Сечі","Кількісно","Мікроскопія. мале збільшення поля зору (100х)","Аналіз Сечі","Епіт. перех #/поле СечОсд 400х","Епітелій. перехідний [кількість/поле] в осаді Сечі Мікроскопія при великому збільшенні поля зору (400х)","","Епітелій. перехідний СМ. велике збільшення 400х (осад Сечі) [#/поле]"
"28545-2","Слиз","Кількість на поле","МоментЧасу","Осад Сечі","Кількісно","Мікроскопія. велике збільшення поля зору (400х)","Аналіз Сечі","Слиз #/поле СечОсд 100х","Слиз [кількість/поле] в осаді Сечі Мікроскопія при малому збільшенні поля зору (100х)","","Слиз СМ. мале збільшення (осад Сечі) [#/поле]"
"2881-1","Білок","Масова Концентрація","МоментЧасу","Рідини Тіла","Кількісно","","Хімія","Білок РідТіл-МасКонц","Білок [Маса/об'єм] в рідинах тіла","","Білок (РідТіл) [Маса/об'єм]"
"2885-2","Білок","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Білок СирПл-МасКонц","Білок [Маса/об'єм] в сироватці чи плазмі","","Білок [Маса/об'єм]"
"2889-4","Білок","Масова Швидкість","24год","Сеча","Кількісно","","Хімія","Білок 24год Сеч-МасШвидк","Білок [Маса/час] в добовій сечі","","Білок (24год Сеч) [Маса/час]"
"2890-2","Білок/Креатинін","Масове Співвідношення","МоментЧасу","Сеча","Кількісно","","Хімія","Білок/Креатинін Сеч","Білок/Креатинін [Масове співвідношення] в сечі","","Білок/Креатинін (Сеч) [Масове співвідношення]"
"29280-5","D-димер Фібрину","Наявність або Поріг","МоментЧасу","Бідна тромбоцитами плазма","Порядково","Латекс аглютинація","Коагулометрія","D-димер БТП Якісно ЛА","D-димер Фібрину [Наявність] в Бідній тромбоцитами плазмі методом Латексної аглютинації","","D-димер Фібрину Латексна аглютинація Якісно (БТП)"
"2956-1","Натрій","Молярна Швидкість","24год","Сеча","Кількісно","","Хімія","Натрій 24год Сеч-МолШвидк","Натрій [Молі/час] в добовій сечі","","Натрій (24год Сеч) [Молі/час]"
"29967-7","Цитоплазма нейтрофілів, Антитіла.IgG","Титр","МоментЧасу","Сироватка","Кількісно","Імунофлуоресценція","Серологія","ANCA IgG Титр Сиров ІФ","Цитоплазма нейтрофілів, Антитіла IgG [Титр] в сироватці методом Імунофлюоресценції","","Цитоплазма нейтрофілів IgG ІФ (Сиров) [Титр]"
"30003-8","Альбумін","Масова Концентрація","24год","Сеча","Кількісно","Межа визначення <=20 мг/л","Хімія","Мікроальбумін 24год Сеч-МасКонц","Мікроальбумін [Маса/об'єм] в добовій сечі","","Альбумін Межа визначення <= 20 мг/л (24год Сеч) [Маса/об'єм]"
"16128-1","Вірус Гепатиту С Антитіла","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","","Мікробіологія","ВГС Ат Сиров Якісн","Вірус Гепатиту С Антитіла [Наявність] в Сироватці","","ВГС Ат (Anti-HCV) Якісно (Сиров)"
"1742-6","Аланінамінотрасфераза","Каталітична Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","АЛТ СирПл-КатКонц","Аланінамінотрасфераза [Ферментативна активність/об'єм] в Сироватці чи Плазмі","","АЛТ [Ферментативна активність/об'єм]"
"1751-7","Альбумін","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Альбумін СирПл-МасКонц","Альбумін [Маса/об'єм] в сироватці чи плазмі","","Альбумін [Маса/об'єм]"
"17850-9","Вірус простого герпесу 1, Антитіла.IgG","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","","Мікробіологія","ВПГ1 IgG Сир Якісн","Вірус простого герпесу 1 Антитіла IgG [Наявність] в сироватці","","ВПГ 1 IgG Якісн (Сир)"
"17859-0","Helicobacter pylori, Антитіла.IgG","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Імуноаналіз","Мікробіологія","H pylori IgG СирПл Якісн ІА","Helicobacter pylori, Антитіла IgG [Наявність] в сироватці чи плазмі методом Імуноаналізу","","H. pylori IgG ІА Якісн"
"1798-8","Амілаза","Каталітична Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Амілаза СирПл-КатКонц","Амілаза [Ферментативна активність/об'єм] в сироватці чи плазмі","","Амілаза [Ферментативна активність/об'єм]"
"1825-9","Альфа-1-антитрипсин","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","A1AT СирПл-МасКонц","Альфа-1-антитрипсин [Маса/об'єм] в сироватці чи плазмі","","Альфа-1-антитрипсин [Маса/об'єм]"
"18311-1","Клітини Пельгера Хьюета","Наявність або Поріг","МоментЧасу","Кров","Порядково","Мікроскопія. світлова","Гематологія/Підрахунок клітин","Клітини Пельгера Хюета Крв Якісн Мазок","Клітини Пельгера Хюета [Наявність] в Крові методом Світлової мікроскопії","","Клітини Пельгера Хюета СМ Якісно (Крв)"
"18312-9","Тромбоцитарний сателізм","Наявність або Поріг","МоментЧасу","Кров","Порядково","Мікроскопія. світлова","Гематологія/Підрахунок клітин","Тромбоц сателізм Крв Якісн Мазок","Тромбоцитарний сателізм [Наявність] в Крові методом Світлової мікроскопії","","Тромбоцитарний сателізм СМ Якісно (Крв)"
"30083-0","Епштейн-Барр вірус, Антитіла до ядерного антигену, IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Мікробіологія","ЕБВ NA IgG Сиров ІА-ДовКонц","Епштейн-Барр вірус, Антитіла IgG до ядерного антигену [Одиниці/об'єм] в сироватці методом Імуноаналізу","","ЕБВ IgG до ядерного Аг (NA IgG) ІА Кільк (Сиров)"
"3013-0","Тиреоглобулін","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","ТГ СирПл-МасКонц","Тиреоглобулін [Маса/об'єм] в сироватці чи плазмі","","Тиреоглобулін [Маса/об'єм]"
"3034-6","Трансферин","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Трансферин СирПл-МасКонц","Трансферин [Маса/об'єм] в сироватці чи плазмі","","Трансферин [Маса/об'єм]"
"30376-8","Бласти","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Бласти # Крв","Бласти [#/об'єм] в Крові","","Бласти (Крв) [#/об'єм]"
"3040-3","Триацилгліцеролліпаза","Каталітична Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Ліпаза СирПл-КатКонц","Ліпаза [Ферментативна активність/об'єм] в сироватці чи плазмі","","Ліпаза [Ферментативна активність/об'єм]"
"30428-7","Середній корпускулярний об'єм Еритроцита","Ентитичний Об'єм","МоментЧасу","Еритроцити","Кількісно","","Гематологія/Підрахунок клітин","MCV Сер. корп. об'єм Еритр","MCV - Середній корпускулярний об'єм [Ентитичний об'єм]","","MCV Сер. корп. об'єм (Еритр) [Ентитичний об'єм]"
"30522-7","С-реактивний білок","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Високочутливий","Хімія","СРБ СирПл Високочутливий-МасКонц","С-реактивний білок [Маса/об'єм] в сироватці чи плазмі високочутливим методом","","СРБ високочутливий [Маса/об'єм]"
"3094-0","Азот сечовини","Масова Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","Азот сечовин крові СирПл-МасКонц","Азот сечовини [Маса/об'єм] в сироватці чи плазмі","","Азот сечовини [Маса/об'єм]"
"31160-5","Поліморфоядерні клітини/100 лейкоцитів","Чисельна Фракція","МоментЧасу","Кров","Кількісно","Ручний підрахунок","Гематологія/Підрахунок клітин","Полі клітини/лейк ЧисФракц Вручну","Поліморфоядерні клітини/100 лейкоцитів в Крові Ручний підрахунок","","Поліморфоядерні клітини/100 лейк Ручний підрахунок (Крв)"
"29771-3","Гемоглобін. шлунково-кишкового тракту.нижніх відділів","Наявність або Поріг","МоментЧасу","Кал","Порядково","Імуноаналіз","Хімія","Гем приховкров Кал Якісн ІА","Гемоглобін. шлунково-кишкового тракту.нижніх відділів [Наявність] в Калі Імунологічним методом","","Гемоглобін з нижніх відділів ШКТ ІА Якісно (Кал)"
"3016-3","Тиреотропін","Довільна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","","Хімія","ТТГ СирПл-ДовКонц","Тиреотропін [Одиниці/об'єм] в сироватці чи плазмі","","ТТГ Кільк"
"30247-1","Цитомегаловірус ДНК","Чисельна Концентрація","МоментЧасу","Сироватка/Плазма","Кількісно","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","ЦМВ ДНК # СирПлаз АНК+зонд","Цитомегаловірус ДНК [кількість/об'єм] (вірусне навантаження) в Сироватці або Плазмі методом Ампліфікації НК та детекцією з використанням зондів","","ЦМВ ДНК Ампліфікація НК+зонд [#/об'єм]"
"30341-2","Швидкість осідання еритроцитів","Швидкість","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","ШОЕ Крв Кільк","Швидкість осідання еритроцитів","","ШОЕ (Крв) [Швидкість]"
"30394-1","Гранулоцити","Чисельна Концентрація","МоментЧасу","Кров","Кількісно","","Гематологія/Підрахунок клітин","Гранулоцити # Крв","Гранулоцити [кількість/об'єм] в Крові","","Гранулоцити (Крв) [#/об'єм]"
"31201-7","ВІЛ 1+2 Антитіла","Наявність або Поріг","МоментЧасу","Сироватка/Плазма","Порядково","Імуноаналіз","Мікробіологія","ВІЛ 1+2 Ат СирПл Якісн ІА","ВІЛ 1+2 Антитіла [Наявність] в Сироватці або Плазмі методом Імуноаналізу","","ВІЛ 1+2 Антитіла ІА Якісно"
"31374-2","Епштейн-Барр вірус, Антитіла до ядерного антигену, IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Мікробіологія","ЕБВ NA IgG Сир-ДовКонц","Епштейн-Барр вірус, Антитіла IgG до ядерного антигену [Одиниці/об'єм] в сироватці","","ЕБВ IgG до ядерного Аг (NA IgG) Кільк (Сиров)"
"3174-0","Антитромбін","Довільна Концентрація","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Хромогенний метод","Коагулометрія","Антитромбін ІІІ БТП Хром-ДовКонц","Антитромбін [Одиниці/об'єм] в Бідній тромбоцитами плазмі Хромогенним методом","","Антитромбін Хромогенний метод Кількісно (БТП)"
"31788-3","Cryptococcus sp Антиген","Наявність або Поріг","МоментЧасу","Спинномозкова рідина","Порядково","","Мікробіологія","Cryptoco Аг СМР Якісн","Cryptococcus sp Антиген [Наявність] у Спинномозковій рідині","","Cryptococcus sp Аг Якісно (СМР)"
"3093-2","Азот сечовини","Масова Концентрація","МоментЧасу","Рідини Тіла","Кількісно","","Хімія","Азот сечовини РідТіл-МасКонц","Азот сечовини [Маса/об'єм] в рідинах тіла","","Азот сечовини (РідТіл) [Маса/об'єм]"
"31102-7","Протеїн S фактичний/нормальний","Відносна Каталітична Концентрація","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Хромогенний метод","Коагулометрія","Протеїн S Факт/Норма БТП Хром","Протеїн S фактичний/нормальний в Бідній тромбоцитами плазмі Хромогенним методом","","Протеїн S фактичний/нормальний Хромогенним методом (БТП) [відносна каталітична активність/об'єм]"
"3173-2","Коагуляція викликана поверхневою активацією","Час","МоментЧасу","Кров","Кількісно","Коагулометрія","Коагулометрія","АЧТЧ Крв","Активований частковий тромбопластиновий час в Крові Коагулометрія","","АЧТЧ Коаг (Крв) [Час]"
"34927-4","Уробіліноген","Молярна Концентрація","МоментЧасу","Сеча","Кількісно","","Хімія","Уробіліноген Сеч-МолКонц","Уробіліноген [Молі/об'єм] в сечі","","Уробіліноген (Сеч) [Молі/об'єм]"
"3181-5","Карідоліпін Антитіла. IgG","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","Імуноаналіз","Коагулометрія","Карідоліпін IgG Сиров ІА-ДовКонц","Карідоліпін Антитіла IgG [Одиниці/об'єм] в Сироватці методом Імуноаналізу","","Карідоліпін IgG ІА Кількісно (Сиров)"
"32133-1","Лактат","Молярна Концентрація","МоментЧасу","Плазма Венозна","Кількісно","","Хімія","Лактат ПлВ-МолКонц","Лактат [Молі/об'єм] у венозній плазмі","","Лактат (ПлВен) [Молі/об'єм]"
"32207-3","Ширина розподілу тромбоцитів","Ентитичний Об'єм","МоментЧасу","Кров","Кількісно","Автоматизований підрахунок","Гематологія/Підрахунок клітин","PDW Шир розп тромбоц Крв Авто","Ширина розподілу тромбоцитів [Ентитичний об'єм] в Крові Автоматизований підрахунок","","Ширина розподілу тромбоцитів Авто (Крв) [Ентитичний об'єм]"
"32515-9","Клітини.CD3+CD4+","Чисельна Концентрація","МоментЧасу","ХХХ","Кількісно","","Клітинні Маркери","CD3+CD4+ Клітини # Зразок","CD3+CD4+ (Т4 хелпери) клітини [кількість/об'єм] в Зразку","","CD3+CD4+ (Т4 хелпери) клітини (Зразок) [кількість/об'єм]"
"32585-2","Епштейн-Барр вірус, ДНК","Чисельна Концентрація","МоментЧасу","ХХХ","Кількісно","Зонд-детекція. цільова аміпліфікація НК","Мікробіологія","ЕБВ ДНК # Зразок АНК+зонд","Епштейн-Барр вірус, ДНК [#/об'єм] (вірусне навантаження) в Зразку методом Ампліфікації НК та детекцією з використанням зондів","","ЕБВ ДНК АНК+зонд (Зразок) [#/об'єм]"
"31204-1","Вірус Гепатиту В Антитіла до ядерного антигену. IgM","Наявність або Поріг","МоментЧасу","Сироватка","Порядково","","Мікробіологія","ВГВ Анти-HBcor IgM СирПл Якісн ІА","Вірус Гепатиту В, Антитіла IgM до ядерного антигену [Наявність] в Сироватці","","ВГВ IgM до ядерного антигену (anti-HBcor-IgM) Якісно (Сиров)"
"3175-7","Антитромбін Антиген","Довільна Концентрація","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Імуноаналіз","Коагулометрія","Антитромбін ІІІ Аг БТП ІА-ДовКонц","Антитромбін Антиген [Одиниці/об'єм] в Бідній тромбоцитами плазмі методом Імуноаналізу","","Антитромбін Аг ІА Кількісно (БТП)"
"32198-4","Neisseria gonorrhoeae рРНК","Наявність або Поріг","МоментЧасу","Шийка матки","Порядково","Зонд-детекція","Мікробіологія","N gonorrhoea рРНК Шийка матки Якісн Зонд","Neisseria gonorrhoeae рРНК [Наявність] в Шийці матки методом зонду","","N. gonorrhoeae рРНК Зонд Якісн (Шийка матки)"
"32220-6","Мікросоми печінки та нирок 1, Антитіла","Довільна Концентрація","МоментЧасу","Сироватка","Кількісно","","Серологія","LKM-1 Ат Сир-ДовКонц","Мікросоми печінки та нирок 1, Антитіла [Одиниці/об'єм] в сироватці","","Мікросоми печінки та нирок 1 Ат Кільк (Сиров)"
"3243-3","Коагуляція викликана тромбіном","Час","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Коагулометрія","Коагулометрія","Тромбіновий час","Тромбіновий час","","Тромбіновий час Коаг (БТП) [Час]"
"3255-7","Фібриноген","Масова Концентрація","МоментЧасу","Бідна тромбоцитами плазма","Кількісно","Коагулометрія","Коагулометрія","Фібриноген БТП-МасКонц","Фібриноген [Маса/об'єм] в Бідній тромбоцитами плазмі Коагулометрія","","Фібриноген Коаг (БТП) [Маса/об'єм]"
